signal_id,closed_at_utc,event_id,ticker,timeframe_minutes,side,event_end_utc,price_to_beat,close_price,entry_side_price,stake_usd,won,pnl_usd,return_pct,actual_outcome,minutes_to_close,edge_pct_at_signal,sample_size_at_signal,percentile_at_signal
e03376e7-972a-4061-8835-0f64527bdc88,2026-03-11T20:15:08.007577+00:00,bitcoin_up_or_down_march_11_4_10pm_4_15pm_et,BTC,5,down,2026-03-11T20:15:00+00:00,70488.22,70434.15,0.5057286167816416,5.0,1,4.886725477033563,97.73450954067127,down,3.6549331166666668,20.260471655169166,94,28.068803752931977
41380619-c4ed-491d-ba17-ab9f2cd4feac,2026-03-11T20:20:03.015175+00:00,bitcoin_up_or_down_march_11_4_15pm_4_20pm_et,BTC,5,down,2026-03-11T20:20:00+00:00,70434.15,70498.64,0.508561188003261,5.0,0,-5.0,-100.0,up,4.671865483333334,21.1438811996739,73,7.717629846378932
adbb6661-df09-4198-a11d-2cdac804cdaa,2026-03-11T20:20:03.015175+00:00,bitcoin_up_or_down_march_11_4_15pm_4_20pm_et,BTC,5,up,2026-03-11T20:20:00+00:00,70434.15,70498.64,0.5058040027458278,5.0,1,4.885251941180378,97.70503882360757,up,3.6158264333333334,18.467218773036265,103,73.6903831118061
cc5e7d8e-12dc-4032-bcb5-b2a9d9a31809,2026-03-11T20:20:03.015175+00:00,ethereum_up_or_down_march_11_4_15pm_4_20pm_et,ETH,5,up,2026-03-11T20:20:00+00:00,2068.8,2071.0,0.5207849961330204,5.0,1,4.600891033970735,92.01782067941471,up,3.3063805333333334,42.20721467241224,33,94.05086285195277
584f47f5-5bfb-49dc-b453-a878ba68cd71,2026-03-11T20:25:00.939344+00:00,bitcoin_up_or_down_march_11_4_20pm_4_25pm_et,BTC,5,down,2026-03-11T20:25:00+00:00,70510.4,70444.24,0.5142957634618422,5.0,1,4.722032253083047,94.44064506166094,down,3.3991200166666666,36.50145813657439,56,10.234375
0eba67ad-98a4-41fb-a3f2-47eabcbf82a8,2026-03-11T20:30:06.673193+00:00,ethereum_up_or_down_march_11_4_25pm_4_30pm_et,ETH,5,down,2026-03-11T20:30:00+00:00,2070.31,2069.7,0.5174853041331969,5.0,1,4.662110131562377,93.24220263124754,down,4.471714033333333,22.537183872394596,33,1.3371150729335495
313ea107-bc98-480b-b33c-8f67cd905611,2026-03-11T20:30:06.673193+00:00,bitcoin_up_or_down_march_11_4_25pm_4_30pm_et,BTC,5,down,2026-03-11T20:30:00+00:00,70444.24,70439.9,0.5141984639198348,5.0,1,4.7238719110205585,94.47743822041117,down,4.3813380833333335,21.307426335289247,42,4.8636698599852615
90a507d6-69a3-4325-a823-7edd3283f0f4,2026-03-11T20:35:00.415998+00:00,xrp_up_or_down_march_11_4_30pm_4_35pm_et,XRP,5,up,2026-03-11T20:35:00+00:00,1.3887,1.3902,0.5043205875999132,4.871794871794876,1,4.788320125651472,98.28657100021434,up,3.4276702666666665,18.167941240008687,748,74.66124661246613
a8c330c6-d2a2-48ff-b65d-25243fb4d570,2026-03-11T20:35:00.415998+00:00,solana_up_or_down_march_11_4_30pm_4_35pm_et,SOL,5,down,2026-03-11T20:35:00+00:00,87.08,87.13,0.502296738631145,5.0,0,-5.0,-100.0,up,1.6894859500000001,25.571037880657745,560,29.526462395543174
c21d9c61-4998-4f0d-9af7-264a4843b861,2026-03-11T20:40:01.230707+00:00,ethereum_up_or_down_march_11_4_35pm_4_40pm_et,ETH,5,up,2026-03-11T20:40:00+00:00,2069.83,2070.38,0.5058942038718168,5.0,1,4.883489397057605,97.66978794115211,up,2.97637305,26.91057961281832,38,66.26168224299064
69d5ced4-31c5-4a0d-bb44-50f1161ba08f,2026-03-11T20:40:01.230707+00:00,bitcoin_up_or_down_march_11_4_35pm_4_40pm_et,BTC,5,up,2026-03-11T20:40:00+00:00,70500.62,70508.0,0.5042524448721175,5.0,1,4.915668334078261,98.31336668156523,up,2.592159866666667,25.81237927516449,99,64.4915932746197
e5a4a52e-0ab9-4b57-9e23-6fed79ee0202,2026-03-11T20:40:01.230707+00:00,solana_up_or_down_march_11_4_35pm_4_40pm_et,SOL,5,up,2026-03-11T20:40:00+00:00,87.13,87.15,0.5091816825433275,5.0,1,4.819677673841964,96.39355347683927,up,1.80185985,23.37650259206223,636,71.1699164345404
f1eb95d0-8465-42fb-a1fb-54c97ca21727,2026-03-11T20:45:11.927668+00:00,ethereum_up_or_down_march_11_4_40pm_4_45pm_et,ETH,5,up,2026-03-11T20:45:00+00:00,2070.31,2070.59,0.5077283112190946,5.0,1,4.847786482488276,96.95572964976552,up,3.3289299666666663,23.18550221142388,46,72.38873751135331
04913087-cb5c-43cd-b5db-7e65538e87a7,2026-03-11T20:45:11.927668+00:00,bitcoin_up_or_down_march_11_4_40pm_4_45pm_et,BTC,5,up,2026-03-11T20:45:00+00:00,70502.28,70547.7,0.5116081352262646,5.0,1,4.773104952267212,95.46209904534425,up,3.3235730833333337,30.529327322443965,69,85.42307692307692
66fc9dc1-9f06-43a8-846e-afa3bab06d16,2026-03-11T20:50:00.702389+00:00,xrp_up_or_down_march_11_4_45pm_4_50pm_et,XRP,5,down,2026-03-11T20:50:00+00:00,1.3915,1.3912,0.502874595759971,5.0,1,4.94283672740265,98.856734548053,down,3.8341121166666667,18.77370685359039,701,23.76271186440678
f1cade0c-a183-400d-bd60-31ef88d463af,2026-03-11T20:50:00.702389+00:00,solana_up_or_down_march_11_4_45pm_4_50pm_et,SOL,5,up,2026-03-11T20:50:00+00:00,87.31,87.34,0.5068720650555495,5.0,1,4.864422099197824,97.28844198395649,up,2.3790006666666668,21.042116802715725,663,71.89245810055866
cb859f70-5d5f-4571-8fe0-2b3f182a06bc,2026-03-11T20:55:01.327875+00:00,xrp_up_or_down_march_11_4_50pm_4_55pm_et,XRP,5,down,2026-03-11T20:55:00+00:00,1.3914,1.3914,0.5071870058933441,5.0,0,-5.0,-100.0,up,3.650005466666667,19.994605309156675,727,24.627371273712736
38e5aefa-4f0f-45fa-8e17-ca98b0d00812,2026-03-11T20:55:01.327875+00:00,bitcoin_up_or_down_march_11_4_50pm_4_55pm_et,BTC,5,up,2026-03-11T20:55:00+00:00,70537.25,70594.13,0.5041821874257928,5.0,1,4.917050075744528,98.34100151489056,up,0.5590153833333333,25.16317660625793,84,60.79545454545454
c4fc65da-d0ad-492c-8fdb-14e198dda036,2026-03-11T21:00:11.507462+00:00,ethereum_up_or_down_march_11_4_55pm_5_00pm_et,ETH,5,up,2026-03-11T21:00:00+00:00,2067.92,2069.76,0.5070602344384697,5.0,1,4.860761425192642,97.21522850385284,up,1.5624666,22.978187082468814,36,61.354166666666664
457ab62c-921e-4d39-9b7d-d513c3237ee2,2026-03-11T21:05:01.773219+00:00,ethereum_up_or_down_march_11_5_00pm_5_05pm_et,ETH,5,up,2026-03-11T21:05:00+00:00,2068.41,2070.1,0.5197252962420407,5.0,1,4.620466881549394,92.40933763098788,up,4.328787016666666,37.68264278958904,27,98.91653290529695
9b1e6749-f33d-4af3-9f6f-fc56ced3d5bc,2026-03-11T21:05:01.773219+00:00,ethereum_up_or_down_march_11_5_00pm_5_05pm_et,ETH,5,down,2026-03-11T21:05:00+00:00,2068.41,2070.1,0.5145038942956184,5.0,0,-5.0,-100.0,up,1.6615837999999998,38.793513009462565,39,11.822916666666666
