asset_id,bucket_index,fee_rate_bps,id,last_update,maker_address,maker_orders,market,match_time,outcome,owner,price,side,size,status,taker_order_id,trader_side,transaction_hash
19930469007790619944088420801543736718273156885425105420503337864437619764905,0,0,b76d634f-4dda-4591-97b6-ee0e5aea63aa,1770358231,0x25cBcfeFE54D873C6181d38C998E03a52e69BFe5,"[{'order_id': '0xef1e97160419d7a790cd7ced9c6b2ab84db8b44fe5647e902280ecca1d0898e7', 'owner': '1c15557e-9ae9-8a92-5a83-8a4906a67762', 'maker_address': '0x93B110ff31DeB58847E841b3cbC6535B3E7B746e', 'matched_amount': '3', 'price': '0.51', 'fee_rate_bps': '0', 'asset_id': '60918447899702501454064599723801791983411080241364901218725819480203785608634', 'outcome': 'Down', 'side': 'BUY'}]",0xf1cc35570bc565769fe4e689fb48a6c7ccf739d1ebb07d9818a4cf68bb910ef7,1770358140,Up,03066afa-5011-2b1d-0ffe-72b1affaf463,0.49,BUY,3,CONFIRMED,0x72a1e84549d702af5c5d7ac2687ebf11ee3cb3741c03ac574e3ea52f1d8c7b8d,TAKER,0x0b8333534cc77bf2aae60a6498db11cf72141cadb9a44ef1d7f75aaa3c04bb28
82202306349417052517720627580816814354685199405306835506588489275624299051794,0,0,0df85acd-32f7-4700-a5f3-e2f4c2cc689e,1770334935,0x25cBcfeFE54D873C6181d38C998E03a52e69BFe5,"[{'order_id': '0xfe1e069532337c403225c4dfbb0a32488806f00da598b322dac15421fa918ec3', 'owner': '36caaaef-e278-1331-cad4-2a699075a24e', 'maker_address': '0xDC669Ba0adb45448020025f756070492D1070533', 'matched_amount': '4', 'price': '0.72', 'fee_rate_bps': '0', 'asset_id': '17962952517862242524593966578372123507044205587829760295837955370726128640281', 'outcome': 'Down', 'side': 'BUY'}]",0x18342d07dfdf25b1b805cb4c1350eda0e63c607ef134ea8e6e5dd10bdd4b0b68,1770334898,Up,03066afa-5011-2b1d-0ffe-72b1affaf463,0.28,BUY,4,CONFIRMED,0xc23f75360e6d100f997ec885f325be441f2e3232405856693bc9c8a643c821bb,TAKER,0x8a61a8393e3defd1c07a0af0c2e123dc876173101926ed7ef0dc9582c979ae74
17962952517862242524593966578372123507044205587829760295837955370726128640281,0,0,670d4983-fa1f-4b3b-9a04-bdf0b50b6f4f,1770334231,0x25cBcfeFE54D873C6181d38C998E03a52e69BFe5,"[{'order_id': '0xfba6834b9441fc96d69afbc98d71f79eb9e0bc5c1a8aa8eccb45ab81b806f6d1', 'owner': '36caaaef-e278-1331-cad4-2a699075a24e', 'maker_address': '0xDC669Ba0adb45448020025f756070492D1070533', 'matched_amount': '5', 'price': '0.2', 'fee_rate_bps': '0', 'asset_id': '17962952517862242524593966578372123507044205587829760295837955370726128640281', 'outcome': 'Down', 'side': 'SELL'}]",0x18342d07dfdf25b1b805cb4c1350eda0e63c607ef134ea8e6e5dd10bdd4b0b68,1770334188,Down,03066afa-5011-2b1d-0ffe-72b1affaf463,0.2,BUY,5,CONFIRMED,0x4af9f862865fc63c98fc20ccab5d8b75c9e78112463bd6480d71e05846c9e225,TAKER,0x6ea82eec9655291a202412efc4c46f5336b1f75d530096c4c1b55d9a4dfa0193
96879874911607026202021810062697608920141544994191617219549198305744370411377,0,0,3951168a-82f8-4bda-894e-d8c61778b219,1770137478,0x25cBcfeFE54D873C6181d38C998E03a52e69BFe5,"[{'order_id': '0x18e6e675e5e13ee1e6382e71414e1501c1cb217709982ea5ac0df54b16cca0a6', 'owner': '8e607db1-77fa-302a-c538-703959c4187e', 'maker_address': '0x7072Dd52161baE614BEC6905846a53c9a3A53413', 'matched_amount': '600', 'price': '0.998', 'fee_rate_bps': '0', 'asset_id': '43214578783650551565050661228964951748905800335334196004410896101999020930160', 'outcome': 'Yes', 'side': 'BUY'}]",0x05beef793157deb1cc34e2d3159539f461b73c7eeaa3b5348617c10eed5509d0,1770137426,No,03066afa-5011-2b1d-0ffe-72b1affaf463,0.002,BUY,600,CONFIRMED,0x694723be9c3cc44a65fd29eac33fcf6c126ba0e9523b822c15780e0e3e96759a,TAKER,0x8e544c44422016d7a23c557e36ffa10d3de6a02b12d30590633ac225d0ebf608
