asset_id,bucket_index,fee_rate_bps,id,last_update,maker_address,maker_orders,market,match_time,outcome,owner,price,side,size,status,taker_order_id,trader_side,transaction_hash
19930469007790619944088420801543736718273156885425105420503337864437619764905,0,0,b76d634f-4dda-4591-97b6-ee0e5aea63aa,1770358231,0x25cBcfeFE54D873C6181d38C998E03a52e69BFe5,"[{'order_id': '0xef1e97160419d7a790cd7ced9c6b2ab84db8b44fe5647e902280ecca1d0898e7', 'owner': '1c15557e-9ae9-8a92-5a83-8a4906a67762', 'maker_address': '0x93B110ff31DeB58847E841b3cbC6535B3E7B746e', 'matched_amount': '3', 'price': '0.51', 'fee_rate_bps': '0', 'asset_id': '60918447899702501454064599723801791983411080241364901218725819480203785608634', 'outcome': 'Down', 'side': 'BUY'}]",0xf1cc35570bc565769fe4e689fb48a6c7ccf739d1ebb07d9818a4cf68bb910ef7,1770358140,Up,03066afa-5011-2b1d-0ffe-72b1affaf463,0.49,BUY,3,CONFIRMED,0x72a1e84549d702af5c5d7ac2687ebf11ee3cb3741c03ac574e3ea52f1d8c7b8d,TAKER,0x0b8333534cc77bf2aae60a6498db11cf72141cadb9a44ef1d7f75aaa3c04bb28
