event_type,ticker,day_type,time_frame,slot,inf_range,sup_range,prob_up,prob_down,count_of_klines_inside_range
5m,BTC,weekend,tf1,4,50.0,60.0,0.6886145404663923,0.31138545953360774,25
5m,BTC,weekend,tf1,5,-60.0,-50.0,0.21074380165289253,0.7892561983471075,20
5m,BTC,weekend,tf1,5,-50.0,-40.0,0.448559670781893,0.5514403292181069,25
5m,BTC,weekend,tf1,5,-40.0,-30.0,0.4108367626886145,0.5891632373113855,52
5m,BTC,weekend,tf1,5,-30.0,-20.0,0.4247173179924618,0.5752826820075382,69
5m,BTC,weekend,tf1,5,-20.0,-10.0,0.2693194925028835,0.7306805074971165,100
5m,BTC,weekend,tf1,5,-10.0,0.0,0.4067918367346938,0.5932081632653061,173
5m,BTC,weekend,tf1,5,0.0,10.0,0.5721983471074381,0.4278016528925619,273
5m,BTC,weekend,tf1,5,10.0,20.0,0.7377708067836486,0.2622291932163514,99
5m,BTC,weekend,tf1,5,20.0,30.0,0.6350308641975309,0.36496913580246915,70
5m,BTC,weekend,tf1,5,30.0,40.0,0.6508030933967877,0.34919690660321234,39
5m,BTC,weekend,tf1,5,40.0,50.0,0.6425,0.35750000000000004,38
5m,BTC,weekend,tf1,5,50.0,60.0,0.6145833333333334,0.38541666666666663,22
5m,BTC,weekend,tf1,6,-50.0,-40.0,0.5171467764060357,0.4828532235939643,25
5m,BTC,weekend,tf1,6,-40.0,-30.0,0.3638305446778212,0.6361694553221788,51
5m,BTC,weekend,tf1,6,-30.0,-20.0,0.4276008019603475,0.5723991980396526,65
5m,BTC,weekend,tf1,6,-20.0,-10.0,0.33191299407515623,0.6680870059248438,109
5m,BTC,weekend,tf1,6,-10.0,0.0,0.4186159169550173,0.5813840830449827,168
5m,BTC,weekend,tf1,6,0.0,10.0,0.5570830183925422,0.44291698160745785,250
5m,BTC,weekend,tf1,6,10.0,20.0,0.7063498995545462,0.2936501004454538,105
5m,BTC,weekend,tf1,6,20.0,30.0,0.599924939012948,0.40007506098705203,71
5m,BTC,weekend,tf1,6,30.0,40.0,0.6728000000000001,0.32719999999999994,48
5m,BTC,weekend,tf1,6,40.0,50.0,0.696149843912591,0.30385015608740895,29
5m,BTC,weekend,tf1,7,-50.0,-40.0,0.389273356401384,0.6107266435986161,32
5m,BTC,weekend,tf1,7,-40.0,-30.0,0.3412698412698412,0.6587301587301588,40
5m,BTC,weekend,tf1,7,-30.0,-20.0,0.33796296296296297,0.662037037037037,70
5m,BTC,weekend,tf1,7,-20.0,-10.0,0.3578478469735347,0.6421521530264653,105
5m,BTC,weekend,tf1,7,-10.0,0.0,0.371363047512342,0.628636952487658,167
5m,BTC,weekend,tf1,7,0.0,10.0,0.5497975839099368,0.4502024160900632,247
5m,BTC,weekend,tf1,7,10.0,20.0,0.6971787929076775,0.3028212070923225,105
5m,BTC,weekend,tf1,7,20.0,30.0,0.7025462962962963,0.2974537037037037,70
5m,BTC,weekend,tf1,7,30.0,40.0,0.7196180555555555,0.28038194444444453,46
5m,BTC,weekend,tf1,7,40.0,50.0,0.7392,0.26080000000000003,23
5m,BTC,weekend,tf1,7,50.0,60.0,0.7392,0.26080000000000003,23
5m,BTC,weekend,tf1,8,-60.0,-50.0,0.41735537190082644,0.5826446280991735,20
5m,BTC,weekend,tf1,8,-50.0,-40.0,0.3755555555555555,0.6244444444444446,28
5m,BTC,weekend,tf1,8,-40.0,-30.0,0.23875000000000002,0.76125,38
5m,BTC,weekend,tf1,8,-30.0,-20.0,0.30837135488990275,0.6916286451100973,69
5m,BTC,weekend,tf1,8,-20.0,-10.0,0.33492008035636295,0.665079919643637,105
5m,BTC,weekend,tf1,8,-10.0,0.0,0.3915823914336704,0.6084176085663295,162
5m,BTC,weekend,tf1,8,0.0,10.0,0.5611770031688547,0.43882299683114534,233
5m,BTC,weekend,tf1,8,10.0,20.0,0.6955908841726055,0.3044091158273945,111
5m,BTC,weekend,tf1,8,20.0,30.0,0.6822916666666666,0.31770833333333337,70
5m,BTC,weekend,tf1,8,30.0,40.0,0.7838400666389005,0.2161599333610995,47
5m,BTC,weekend,tf1,8,40.0,50.0,0.798469387755102,0.201530612244898,26
5m,BTC,weekend,tf1,9,-60.0,-50.0,0.3579881656804733,0.6420118343195267,24
5m,BTC,weekend,tf1,9,-50.0,-40.0,0.35552913198573133,0.6444708680142687,27
5m,BTC,weekend,tf1,9,-40.0,-30.0,0.34027777777777773,0.6597222222222223,46
5m,BTC,weekend,tf1,9,-30.0,-20.0,0.3117620850969035,0.6882379149030965,65
5m,BTC,weekend,tf1,9,-20.0,-10.0,0.3623046875,0.6376953125,94
5m,BTC,weekend,tf1,9,-10.0,0.0,0.3525889694720863,0.6474110305279137,152
5m,BTC,weekend,tf1,9,0.0,10.0,0.5454507196363941,0.45454928036360587,216
5m,BTC,weekend,tf1,9,10.0,20.0,0.6941600169479556,0.3058399830520444,117
5m,BTC,weekend,tf1,9,20.0,30.0,0.7220408163265305,0.2779591836734695,68
5m,BTC,weekend,tf1,9,30.0,40.0,0.8034152436484798,0.19658475635152017,47
5m,BTC,weekend,tf1,9,40.0,50.0,0.7493749999999999,0.2506250000000001,38
5m,BTC,weekend,tf1,9,50.0,60.0,0.576388888888889,0.42361111111111105,22
5m,BTC,weekend,tf1,9,60.0,70.0,0.706611570247934,0.293388429752066,20
5m,BTC,weekend,tf1,10,-50.0,-40.0,0.18314255983350672,0.8168574401664933,29
5m,BTC,weekend,tf1,10,-40.0,-30.0,0.2604166666666667,0.7395833333333333,46
5m,BTC,weekend,tf1,10,-30.0,-20.0,0.25757575757575757,0.7424242424242424,64
5m,BTC,weekend,tf1,10,-20.0,-10.0,0.40530697190426634,0.5946930280957337,91
5m,BTC,weekend,tf1,10,-10.0,0.0,0.35243158834027355,0.6475684116597265,162
5m,BTC,weekend,tf1,10,0.0,10.0,0.5953504774305555,0.40464952256944453,190
5m,BTC,weekend,tf1,10,10.0,20.0,0.6982148353339488,0.3017851646660512,112
5m,BTC,weekend,tf1,10,20.0,30.0,0.7389173535308532,0.2610826464691468,65
5m,BTC,weekend,tf1,10,30.0,40.0,0.7674897119341564,0.23251028806584362,52
5m,BTC,weekend,tf1,10,40.0,50.0,0.7754629629629629,0.2245370370370371,34
5m,BTC,weekend,tf1,10,50.0,60.0,0.6171875,0.3828125,30
5m,BTC,weekend,tf1,11,-60.0,-50.0,0.35552913198573133,0.6444708680142687,27
5m,BTC,weekend,tf1,11,-50.0,-40.0,0.22789115646258495,0.772108843537415,40
5m,BTC,weekend,tf1,11,-40.0,-30.0,0.17847485127095727,0.8215251487290427,41
5m,BTC,weekend,tf1,11,-30.0,-20.0,0.2145928513840365,0.7854071486159635,59
5m,BTC,weekend,tf1,11,-20.0,-10.0,0.4104105029585798,0.5895894970414202,102
5m,BTC,weekend,tf1,11,-10.0,0.0,0.33564814814814814,0.6643518518518519,142
5m,BTC,weekend,tf1,11,0.0,10.0,0.5918809161217116,0.40811908387828844,181
5m,BTC,weekend,tf1,11,10.0,20.0,0.689125494486996,0.310874505513004,107
5m,BTC,weekend,tf1,11,20.0,30.0,0.743421052631579,0.256578947368421,74
5m,BTC,weekend,tf1,11,30.0,40.0,0.8358846564613742,0.16411534353862578,51
5m,BTC,weekend,tf1,11,40.0,50.0,0.6751020408163265,0.3248979591836735,33
5m,BTC,weekend,tf1,11,50.0,60.0,0.7728894173602854,0.22711058263971462,27
5m,BTC,weekend,tf1,12,-60.0,-50.0,0.3444444444444444,0.6555555555555557,28
5m,BTC,weekend,tf1,12,-50.0,-40.0,0.2295684113865932,0.7704315886134068,31
5m,BTC,weekend,tf1,12,-40.0,-30.0,0.16729678638941392,0.8327032136105861,44
5m,BTC,weekend,tf1,12,-30.0,-20.0,0.18690185775942952,0.8130981422405705,71
5m,BTC,weekend,tf1,12,-20.0,-10.0,0.4356698296092235,0.5643301703907765,97
5m,BTC,weekend,tf1,12,-10.0,0.0,0.35717286284394034,0.6428271371560597,136
5m,BTC,weekend,tf1,12,0.0,10.0,0.575134229335522,0.42486577066447795,169
5m,BTC,weekend,tf1,12,10.0,20.0,0.6857803749695641,0.3142196250304359,109
5m,BTC,weekend,tf1,12,20.0,30.0,0.7636734693877552,0.23632653061224485,68
5m,BTC,weekend,tf1,12,30.0,40.0,0.8277835587929241,0.1722164412070759,60
5m,BTC,weekend,tf1,12,40.0,50.0,0.7020408163265307,0.2979591836734693,33
5m,BTC,weekend,tf1,12,50.0,60.0,0.7559183673469388,0.24408163265306115,33
5m,BTC,weekend,tf1,13,-80.0,-70.0,0.3347107438016529,0.6652892561983471,20
5m,BTC,weekend,tf1,13,-60.0,-50.0,0.24279835390946503,0.757201646090535,25
5m,BTC,weekend,tf1,13,-50.0,-40.0,0.22024983563445097,0.779750164365549,37
5m,BTC,weekend,tf1,13,-40.0,-30.0,0.20035671819262782,0.7996432818073722,56
5m,BTC,weekend,tf1,13,-30.0,-20.0,0.2869605142332415,0.7130394857667586,64
5m,BTC,weekend,tf1,13,-20.0,-10.0,0.36769999999999997,0.6323000000000001,98
5m,BTC,weekend,tf1,13,-10.0,0.0,0.3626284478096267,0.6373715521903733,127
5m,BTC,weekend,tf1,13,0.0,10.0,0.5953626756950857,0.4046373243049143,169
5m,BTC,weekend,tf1,13,10.0,20.0,0.6999245923272692,0.3000754076727308,101
5m,BTC,weekend,tf1,13,20.0,30.0,0.7244375139229228,0.27556248607707723,65
5m,BTC,weekend,tf1,13,30.0,40.0,0.7616232195646332,0.2383767804353668,59
5m,BTC,weekend,tf1,13,40.0,50.0,0.7988980716253444,0.20110192837465557,31
5m,BTC,weekend,tf1,13,50.0,60.0,0.606508875739645,0.39349112426035504,24
5m,BTC,weekend,tf1,13,60.0,70.0,0.8905325443786983,0.10946745562130167,24
5m,BTC,weekend,tf1,14,-70.0,-60.0,0.4586776859504132,0.5413223140495869,20
5m,BTC,weekend,tf1,14,-60.0,-50.0,0.2795954788816181,0.7204045211183818,39
5m,BTC,weekend,tf1,14,-50.0,-40.0,0.17263544536271808,0.8273645546372819,31
5m,BTC,weekend,tf1,14,-40.0,-30.0,0.1842462652784065,0.8157537347215935,45
5m,BTC,weekend,tf1,14,-30.0,-20.0,0.24650887573964494,0.753491124260355,63
5m,BTC,weekend,tf1,14,-20.0,-10.0,0.3317057291666667,0.6682942708333333,94
5m,BTC,weekend,tf1,14,-10.0,0.0,0.3826035502958579,0.6173964497041421,128
5m,BTC,weekend,tf1,14,0.0,10.0,0.5515073958372539,0.44849260416274606,161
5m,BTC,weekend,tf1,14,10.0,20.0,0.7186776859504133,0.28132231404958674,108
5m,BTC,weekend,tf1,14,20.0,30.0,0.7533971931387837,0.24660280686121627,65
5m,BTC,weekend,tf1,14,30.0,40.0,0.7962449984610649,0.2037550015389351,55
5m,BTC,weekend,tf1,14,40.0,50.0,0.7300949598246895,0.2699050401753105,35
5m,BTC,weekend,tf1,14,50.0,60.0,0.718336483931947,0.28166351606805295,21
5m,BTC,weekend,tf1,14,60.0,70.0,0.7977315689981097,0.2022684310018903,21
5m,BTC,weekend,tf1,14,80.0,90.0,0.8495999999999999,0.1504000000000001,23
5m,BTC,weekend,tf1,15,-70.0,-60.0,0.41735537190082644,0.5826446280991735,20
5m,BTC,weekend,tf1,15,-60.0,-50.0,0.25111111111111106,0.7488888888888889,28
5m,BTC,weekend,tf1,15,-50.0,-40.0,0.18042366691015332,0.8195763330898467,35
5m,BTC,weekend,tf1,15,-40.0,-30.0,0.19880624426078972,0.8011937557392103,64
5m,BTC,weekend,tf1,15,-30.0,-20.0,0.2722681359044995,0.7277318640955005,64
5m,BTC,weekend,tf1,15,-20.0,-10.0,0.310079133694294,0.6899208663057059,96
5m,BTC,weekend,tf1,15,-10.0,0.0,0.38433020266930296,0.615669797330697,117
5m,BTC,weekend,tf1,15,0.0,10.0,0.5446363768326318,0.4553636231673682,164
5m,BTC,weekend,tf1,15,10.0,20.0,0.7426232722282129,0.2573767277717871,99
5m,BTC,weekend,tf1,15,20.0,30.0,0.8140138408304498,0.1859861591695502,66
5m,BTC,weekend,tf1,15,30.0,40.0,0.7410714285714286,0.2589285714285714,54
5m,BTC,weekend,tf1,15,40.0,50.0,0.827364554637282,0.17263544536271802,31
5m,BTC,weekend,tf1,15,50.0,60.0,0.718336483931947,0.28166351606805295,21
5m,BTC,weekend,tf1,15,60.0,70.0,0.8374291115311909,0.16257088846880907,21
5m,BTC,weekend,tf1,16,-60.0,-50.0,0.27854671280276816,0.7214532871972319,32
5m,BTC,weekend,tf1,16,-50.0,-40.0,0.26890203813280733,0.7310979618671927,37
5m,BTC,weekend,tf1,16,-40.0,-30.0,0.1697222222222222,0.8302777777777778,58
5m,BTC,weekend,tf1,16,-30.0,-20.0,0.26717144402379667,0.7328285559762033,84
5m,BTC,weekend,tf1,16,-20.0,-10.0,0.31379999999999997,0.6862,98
5m,BTC,weekend,tf1,16,-10.0,0.0,0.3830959419510883,0.6169040580489117,120
5m,BTC,weekend,tf1,16,0.0,10.0,0.6013782002917358,0.39862179970826417,139
5m,BTC,weekend,tf1,16,10.0,20.0,0.7354863514033065,0.26451364859669346,100
5m,BTC,weekend,tf1,16,20.0,30.0,0.7533081285444234,0.24669187145557658,67
5m,BTC,weekend,tf1,16,30.0,40.0,0.7958579881656805,0.20414201183431946,50
5m,BTC,weekend,tf1,16,40.0,50.0,0.7289795918367348,0.2710204081632652,33
5m,BTC,weekend,tf1,16,50.0,60.0,0.6909722222222223,0.3090277777777777,22
5m,BTC,weekend,tf1,16,60.0,70.0,0.8422222222222222,0.1577777777777778,28
5m,BTC,weekend,tf1,17,-70.0,-60.0,0.2520661157024793,0.7479338842975207,20
5m,BTC,weekend,tf1,17,-60.0,-50.0,0.2505668934240362,0.7494331065759638,40
5m,BTC,weekend,tf1,17,-50.0,-40.0,0.25086505190311414,0.7491349480968859,32
5m,BTC,weekend,tf1,17,-40.0,-30.0,0.11454545454545456,0.8854545454545455,53
5m,BTC,weekend,tf1,17,-30.0,-20.0,0.23230220107079114,0.7676977989292089,80
5m,BTC,weekend,tf1,17,-20.0,-10.0,0.36543637062668205,0.6345636293733179,100
5m,BTC,weekend,tf1,17,-10.0,0.0,0.36211141889812243,0.6378885811018775,112
5m,BTC,weekend,tf1,17,0.0,10.0,0.6006979594011401,0.3993020405988599,135
5m,BTC,weekend,tf1,17,10.0,20.0,0.7429024943310658,0.2570975056689342,103
5m,BTC,weekend,tf1,17,20.0,30.0,0.7251627809283765,0.2748372190716235,67
5m,BTC,weekend,tf1,17,30.0,40.0,0.8358846564613742,0.16411534353862578,51
5m,BTC,weekend,tf1,17,40.0,50.0,0.7289795918367348,0.2710204081632652,33
5m,BTC,weekend,tf1,17,50.0,60.0,0.7840236686390534,0.21597633136094663,24
5m,BTC,weekend,tf1,17,60.0,70.0,0.8598615916955017,0.1401384083044983,32
5m,BTC,weekend,tf1,18,-70.0,-60.0,0.16257088846880902,0.8374291115311909,21
5m,BTC,weekend,tf1,18,-60.0,-50.0,0.2504725897920605,0.7495274102079394,44
5m,BTC,weekend,tf1,18,-50.0,-40.0,0.24408163265306118,0.7559183673469388,33
5m,BTC,weekend,tf1,18,-40.0,-30.0,0.13206611570247925,0.8679338842975207,53
5m,BTC,weekend,tf1,18,-30.0,-20.0,0.23796875,0.7620312499999999,78
5m,BTC,weekend,tf1,18,-20.0,-10.0,0.31923440453686197,0.680765595463138,90
5m,BTC,weekend,tf1,18,-10.0,0.0,0.37172307442577707,0.6282769255742229,109
5m,BTC,weekend,tf1,18,0.0,10.0,0.6161734693877552,0.3838265306122448,138
5m,BTC,weekend,tf1,18,10.0,20.0,0.7082591669633321,0.29174083303666787,104
5m,BTC,weekend,tf1,18,20.0,30.0,0.7378392905133029,0.2621607094866971,59
5m,BTC,weekend,tf1,18,30.0,40.0,0.8684286124676817,0.13157138753231834,57
5m,BTC,weekend,tf1,18,40.0,50.0,0.724376731301939,0.275623268698061,36
5m,BTC,weekend,tf1,18,50.0,60.0,0.7840236686390534,0.21597633136094663,24
5m,BTC,weekend,tf1,18,60.0,70.0,0.8905325443786983,0.10946745562130167,24
5m,BTC,weekend,tf1,19,-70.0,-60.0,0.23469387755102034,0.7653061224489797,26
5m,BTC,weekend,tf1,19,-60.0,-50.0,0.18314255983350672,0.8168574401664933,29
5m,BTC,weekend,tf1,19,-50.0,-40.0,0.22318339100346016,0.7768166089965398,32
5m,BTC,weekend,tf1,19,-40.0,-30.0,0.13206611570247925,0.8679338842975207,53
5m,BTC,weekend,tf1,19,-30.0,-20.0,0.2245498614958448,0.7754501385041552,74
5m,BTC,weekend,tf1,19,-20.0,-10.0,0.33660130718954245,0.6633986928104576,100
5m,BTC,weekend,tf1,19,-10.0,0.0,0.354368,0.645632,123
5m,BTC,weekend,tf1,19,0.0,10.0,0.6491534533727493,0.3508465466272507,120
5m,BTC,weekend,tf1,19,10.0,20.0,0.7635459533607681,0.23645404663923186,106
5m,BTC,weekend,tf1,19,20.0,30.0,0.7263267429760666,0.2736732570239334,60
5m,BTC,weekend,tf1,19,30.0,40.0,0.7803305785123966,0.21966942148760338,53
5m,BTC,weekend,tf1,19,40.0,50.0,0.7947845804988661,0.20521541950113387,40
5m,BTC,weekend,tf1,19,70.0,80.0,0.8550295857988165,0.1449704142011835,24
5m,BTC,weekend,tf1,20,-80.0,-70.0,0.12287334593572775,0.8771266540642723,21
5m,BTC,weekend,tf1,20,-70.0,-60.0,0.1944444444444444,0.8055555555555556,22
5m,BTC,weekend,tf1,20,-60.0,-50.0,0.1742112482853223,0.8257887517146777,25
5m,BTC,weekend,tf1,20,-50.0,-40.0,0.22789115646258495,0.772108843537415,40
5m,BTC,weekend,tf1,20,-40.0,-30.0,0.14206074586697418,0.8579392541330259,49
5m,BTC,weekend,tf1,20,-30.0,-20.0,0.2569444444444444,0.7430555555555556,70
5m,BTC,weekend,tf1,20,-20.0,-10.0,0.2315770736917052,0.7684229263082948,104
5m,BTC,weekend,tf1,20,-10.0,0.0,0.36091314903281385,0.6390868509671861,111
5m,BTC,weekend,tf1,20,0.0,10.0,0.6180800000000001,0.3819199999999999,123
5m,BTC,weekend,tf1,20,10.0,20.0,0.7474757376727772,0.2525242623272228,99
5m,BTC,weekend,tf1,20,20.0,30.0,0.8302777777777778,0.16972222222222222,58
5m,BTC,weekend,tf1,20,30.0,40.0,0.8433922996878251,0.15660770031217486,60
5m,BTC,weekend,tf1,20,40.0,50.0,0.71375,0.28625,38
5m,BTC,weekend,tf1,20,50.0,60.0,0.7944,0.2056,23
5m,BTC,weekend,tf1,20,60.0,70.0,0.84375,0.15625,22
5m,BTC,weekend,tf1,20,70.0,80.0,0.8719008264462811,0.12809917355371891,20
5m,BTC,weekend,tf1,21,-80.0,-70.0,0.15039999999999998,0.8496,23
5m,BTC,weekend,tf1,21,-70.0,-60.0,0.16836734693877545,0.8316326530612246,26
5m,BTC,weekend,tf1,21,-60.0,-50.0,0.22400000000000003,0.776,23
5m,BTC,weekend,tf1,21,-50.0,-40.0,0.19020408163265304,0.809795918367347,33
5m,BTC,weekend,tf1,21,-40.0,-30.0,0.11333333333333334,0.8866666666666667,58
5m,BTC,weekend,tf1,21,-30.0,-20.0,0.24700624051273395,0.752993759487266,75
5m,BTC,weekend,tf1,21,-20.0,-10.0,0.2501131733816206,0.7498868266183794,92
5m,BTC,weekend,tf1,21,-10.0,0.0,0.3967233952404491,0.6032766047595509,117
5m,BTC,weekend,tf1,21,0.0,10.0,0.5999712726228095,0.40002872737719053,116
5m,BTC,weekend,tf1,21,10.0,20.0,0.7978531193538102,0.2021468806461898,95
5m,BTC,weekend,tf1,21,20.0,30.0,0.7461572733348184,0.2538427266651816,65
5m,BTC,weekend,tf1,21,30.0,40.0,0.8358846564613742,0.16411534353862578,51
5m,BTC,weekend,tf1,21,40.0,50.0,0.8079012345679012,0.1920987654320988,43
5m,BTC,weekend,tf1,21,50.0,60.0,0.7381852551984878,0.26181474480151223,21
5m,BTC,weekend,tf1,21,70.0,80.0,0.7760000000000001,0.22399999999999987,23
5m,BTC,weekend,tf1,22,-70.0,-60.0,0.14497041420118334,0.8550295857988166,24
5m,BTC,weekend,tf1,22,-60.0,-50.0,0.16836734693877545,0.8316326530612246,26
5m,BTC,weekend,tf1,22,-50.0,-40.0,0.236328125,0.763671875,30
5m,BTC,weekend,tf1,22,-40.0,-30.0,0.13671875,0.86328125,62
5m,BTC,weekend,tf1,22,-30.0,-20.0,0.21814404432132958,0.7818559556786704,74
5m,BTC,weekend,tf1,22,-20.0,-10.0,0.2650978758850479,0.734902124114952,96
5m,BTC,weekend,tf1,22,-10.0,0.0,0.3299722991689751,0.6700277008310249,93
5m,BTC,weekend,tf1,22,0.0,10.0,0.6315482780723733,0.36845172192762665,129
5m,BTC,weekend,tf1,22,10.0,20.0,0.745,0.255,98
5m,BTC,weekend,tf1,22,20.0,30.0,0.7895967921586099,0.2104032078413901,65
5m,BTC,weekend,tf1,22,30.0,40.0,0.8744855967078189,0.1255144032921811,52
5m,BTC,weekend,tf1,22,40.0,50.0,0.8558310376492194,0.14416896235078058,31
5m,BTC,weekend,tf1,22,50.0,60.0,0.6904296875,0.3095703125,30
5m,BTC,weekend,tf1,22,60.0,70.0,0.8771266540642723,0.12287334593572774,21
5m,BTC,weekend,tf1,23,-60.0,-50.0,0.1950059453032105,0.8049940546967895,27
5m,BTC,weekend,tf1,23,-50.0,-40.0,0.16782006920415218,0.8321799307958478,32
5m,BTC,weekend,tf1,23,-40.0,-30.0,0.1806952025280092,0.8193047974719908,57
5m,BTC,weekend,tf1,23,-30.0,-20.0,0.22518080210387895,0.7748191978961211,76
5m,BTC,weekend,tf1,23,-20.0,-10.0,0.19512703040399831,0.8048729695960017,96
5m,BTC,weekend,tf1,23,-10.0,0.0,0.3031140397491763,0.6968859602508237,95
5m,BTC,weekend,tf1,23,0.0,10.0,0.6249685059208869,0.37503149407911307,124
5m,BTC,weekend,tf1,23,10.0,20.0,0.820904150768875,0.17909584923112498,91
5m,BTC,weekend,tf1,23,20.0,30.0,0.8287070854638422,0.1712929145361578,72
5m,BTC,weekend,tf1,23,30.0,40.0,0.8394097222222222,0.1605902777777778,46
5m,BTC,weekend,tf1,23,40.0,50.0,0.8628117913832201,0.13718820861677994,40
5m,BTC,weekend,tf1,23,50.0,60.0,0.7229080932784636,0.2770919067215364,25
5m,BTC,weekend,tf1,23,60.0,70.0,0.8550295857988165,0.1449704142011835,24
5m,BTC,weekend,tf1,24,-120.0,-110.0,0.07986111111111105,0.920138888888889,22
5m,BTC,weekend,tf1,24,-80.0,-70.0,0.2520661157024793,0.7479338842975207,20
5m,BTC,weekend,tf1,24,-70.0,-60.0,0.128099173553719,0.871900826446281,20
5m,BTC,weekend,tf1,24,-50.0,-40.0,0.07815924032140244,0.9218407596785976,35
5m,BTC,weekend,tf1,24,-40.0,-30.0,0.16715976331360943,0.8328402366863905,50
5m,BTC,weekend,tf1,24,-30.0,-20.0,0.14837365806761732,0.8516263419323826,77
5m,BTC,weekend,tf1,24,-20.0,-10.0,0.2369638108451844,0.7630361891548156,91
5m,BTC,weekend,tf1,24,-10.0,0.0,0.33968195266272183,0.6603180473372782,102
5m,BTC,weekend,tf1,24,0.0,10.0,0.63776,0.36224,123
5m,BTC,weekend,tf1,24,10.0,20.0,0.7788183605041045,0.22118163949589553,91
5m,BTC,weekend,tf1,24,20.0,30.0,0.8166351606805293,0.18336483931947067,67
5m,BTC,weekend,tf1,24,30.0,40.0,0.9615532487504808,0.03844675124951924,49
5m,BTC,weekend,tf1,24,40.0,50.0,0.8628117913832201,0.13718820861677994,40
5m,BTC,weekend,tf1,24,50.0,60.0,0.7134986225895317,0.2865013774104683,31
5m,BTC,weekend,tf1,25,-100.0,-90.0,0.08317580340264649,0.9168241965973535,21
5m,BTC,weekend,tf1,25,-60.0,-50.0,0.1307966706302021,0.8692033293697979,27
5m,BTC,weekend,tf1,25,-50.0,-40.0,0.10110803324099721,0.8988919667590027,36
5m,BTC,weekend,tf1,25,-40.0,-30.0,0.10276143051154368,0.8972385694884564,45
5m,BTC,weekend,tf1,25,-30.0,-20.0,0.19758948137326518,0.8024105186267348,72
5m,BTC,weekend,tf1,25,-20.0,-10.0,0.17013744273219483,0.8298625572678051,96
5m,BTC,weekend,tf1,25,-10.0,0.0,0.3318367346938775,0.6681632653061225,103
5m,BTC,weekend,tf1,25,0.0,10.0,0.6582878483194485,0.34171215168055147,116
