day_type,time_frame,slot,inf_range,sup_range,prob_up,prob_down,count_of_klines_inside_range,ticker
workday,off,25,-60.0,-50.0,0.0963855421686747,0.9036144578313252,247,BTC
workday,off,25,-50.0,-40.0,0.1391585760517799,0.86084142394822,307,BTC
workday,off,25,-40.0,-30.0,0.155015197568389,0.8449848024316109,327,BTC
workday,off,25,-30.0,-20.0,0.2148997134670487,0.7851002865329513,347,BTC
workday,off,25,-20.0,-10.0,0.3118279569892473,0.6881720430107527,370,BTC
workday,off,25,-10.0,0.0,0.412442396313364,0.5875576036866359,432,BTC
workday,off,25,0.0,10.0,0.6318537859007832,0.3681462140992168,381,BTC
workday,off,25,10.0,20.0,0.7466666666666667,0.2533333333333333,373,BTC
workday,off,25,20.0,30.0,0.7718309859154929,0.228169014084507,353,BTC
workday,off,25,30.0,40.0,0.8685800604229608,0.1314199395770392,329,BTC
workday,off,25,40.0,50.0,0.8549618320610687,0.1450381679389313,260,BTC
workday,off,25,50.0,60.0,0.9279661016949152,0.0720338983050847,234,BTC
workday,off,25,60.0,70.0,0.937799043062201,0.062200956937799,207,BTC
workday,off,25,70.0,80.0,0.9514563106796116,0.0485436893203883,204,BTC
workday,off,25,80.0,90.0,0.937799043062201,0.062200956937799,207,BTC
workday,off,25,90.0,100.0,0.975609756097561,0.024390243902439,162,BTC
workday,off,25,100.0,110.0,0.9782608695652174,0.0217391304347825,136,BTC
workday,off,25,110.0,120.0,0.9534883720930232,0.0465116279069767,127,BTC
workday,off,25,120.0,130.0,0.9896907216494846,0.0103092783505154,95,BTC
workday,off,25,130.0,140.0,0.9587628865979382,0.0412371134020618,95,BTC
workday,off,25,140.0,150.0,0.9791666666666666,0.0208333333333333,94,BTC
workday,off,25,150.0,160.0,0.9861111111111112,0.0138888888888888,70,BTC
workday,off,25,160.0,170.0,0.9583333333333334,0.0416666666666666,46,BTC
workday,off,25,170.0,180.0,0.9344262295081968,0.0655737704918032,59,BTC
workday,off,25,180.0,190.0,0.981132075471698,0.0188679245283018,51,BTC
workday,off,25,190.0,200.0,0.9636363636363636,0.0363636363636363,53,BTC
workday,off,25,200.0,210.0,0.975609756097561,0.024390243902439,39,BTC
workday,off,25,210.0,220.0,0.9743589743589745,0.0256410256410256,37,BTC
workday,off,25,220.0,230.0,0.96875,0.03125,30,BTC
workday,off,25,230.0,240.0,0.9666666666666668,0.0333333333333333,28,BTC
workday,off,25,240.0,250.0,0.96875,0.03125,30,BTC
workday,off,25,250.0,260.0,0.9583333333333334,0.0416666666666666,22,BTC
workday,off,25,260.0,270.0,0.9565217391304348,0.0434782608695651,21,BTC
workday,off,26,-280.0,-270.0,0.04,0.96,23,BTC
workday,off,26,-260.0,-250.0,0.03125,0.96875,30,BTC
workday,off,26,-250.0,-240.0,0.0454545454545454,0.9545454545454546,20,BTC
workday,off,26,-240.0,-230.0,0.03125,0.96875,30,BTC
workday,off,26,-230.0,-220.0,0.0333333333333333,0.9666666666666668,28,BTC
workday,off,26,-220.0,-210.0,0.04,0.96,23,BTC
workday,off,26,-210.0,-200.0,0.0217391304347826,0.9782608695652174,44,BTC
workday,off,26,-200.0,-190.0,0.0363636363636363,0.9636363636363636,53,BTC
workday,off,26,-190.0,-180.0,0.0384615384615384,0.9615384615384616,50,BTC
workday,off,26,-180.0,-170.0,0.0377358490566037,0.9622641509433962,51,BTC
workday,off,26,-170.0,-160.0,0.0144927536231884,0.9855072463768116,67,BTC
workday,off,26,-160.0,-150.0,0.0294117647058823,0.9705882352941176,66,BTC
workday,off,26,-150.0,-140.0,0.0126582278481012,0.9873417721518988,77,BTC
workday,off,26,-140.0,-130.0,0.0109890109890109,0.989010989010989,89,BTC
workday,off,26,-130.0,-120.0,0.0208333333333333,0.9791666666666666,94,BTC
workday,off,26,-120.0,-110.0,0.0163934426229508,0.9836065573770492,120,BTC
workday,off,26,-110.0,-100.0,0.037593984962406,0.962406015037594,131,BTC
workday,off,26,-100.0,-90.0,0.0319148936170212,0.9680851063829788,186,BTC
workday,off,26,-90.0,-80.0,0.0366492146596858,0.9633507853403142,189,BTC
workday,off,26,-80.0,-70.0,0.03125,0.96875,222,BTC
workday,off,26,-70.0,-60.0,0.047008547008547,0.9529914529914528,232,BTC
workday,off,26,-60.0,-50.0,0.092,0.908,248,BTC
workday,off,26,-50.0,-40.0,0.1245901639344262,0.8754098360655738,303,BTC
workday,off,26,-40.0,-30.0,0.1567398119122257,0.8432601880877743,317,BTC
workday,off,26,-30.0,-20.0,0.2005208333333333,0.7994791666666666,382,BTC
workday,off,26,-20.0,-10.0,0.2610966057441253,0.7389033942558747,381,BTC
workday,off,26,-10.0,0.0,0.4181818181818181,0.5818181818181818,383,BTC
workday,off,26,0.0,10.0,0.6357702349869453,0.3642297650130547,381,BTC
workday,off,26,10.0,20.0,0.7541436464088398,0.2458563535911602,360,BTC
workday,off,26,20.0,30.0,0.8154269972451791,0.1845730027548209,361,BTC
workday,off,26,30.0,40.0,0.863013698630137,0.136986301369863,290,BTC
workday,off,26,40.0,50.0,0.9022556390977444,0.0977443609022556,264,BTC
workday,off,26,50.0,60.0,0.9414225941422594,0.0585774058577406,237,BTC
workday,off,26,60.0,70.0,0.9360730593607306,0.0639269406392694,217,BTC
workday,off,26,70.0,80.0,0.96875,0.03125,222,BTC
workday,off,26,80.0,90.0,0.946236559139785,0.053763440860215,184,BTC
workday,off,26,90.0,100.0,0.9829545454545454,0.0170454545454545,174,BTC
workday,off,26,100.0,110.0,0.9926470588235294,0.0073529411764705,134,BTC
workday,off,26,110.0,120.0,0.9829059829059827,0.0170940170940171,115,BTC
workday,off,26,120.0,130.0,0.9682539682539684,0.0317460317460317,124,BTC
workday,off,26,130.0,140.0,0.9789473684210528,0.0210526315789473,93,BTC
workday,off,26,140.0,150.0,0.972972972972973,0.0270270270270269,72,BTC
workday,off,26,150.0,160.0,0.986842105263158,0.0131578947368421,74,BTC
workday,off,26,160.0,170.0,0.967741935483871,0.032258064516129,60,BTC
workday,off,26,170.0,180.0,0.9818181818181818,0.0181818181818181,53,BTC
workday,off,26,180.0,190.0,0.9833333333333332,0.0166666666666667,58,BTC
workday,off,26,190.0,200.0,0.975609756097561,0.024390243902439,39,BTC
workday,off,26,200.0,210.0,0.9615384615384616,0.0384615384615384,50,BTC
workday,off,26,210.0,220.0,0.9761904761904762,0.0238095238095238,40,BTC
workday,off,26,220.0,230.0,0.9736842105263158,0.0263157894736841,36,BTC
workday,off,26,230.0,240.0,0.9615384615384616,0.0384615384615384,24,BTC
workday,off,26,240.0,250.0,0.9655172413793104,0.0344827586206896,27,BTC
workday,off,26,250.0,260.0,0.967741935483871,0.032258064516129,29,BTC
workday,off,27,-280.0,-270.0,0.0384615384615384,0.9615384615384616,24,BTC
workday,off,27,-270.0,-260.0,0.0384615384615384,0.9615384615384616,24,BTC
workday,off,27,-260.0,-250.0,0.0384615384615384,0.9615384615384616,24,BTC
workday,off,27,-250.0,-240.0,0.0344827586206896,0.9655172413793104,27,BTC
workday,off,27,-240.0,-230.0,0.0277777777777777,0.9722222222222222,34,BTC
workday,off,27,-230.0,-220.0,0.054054054054054,0.945945945945946,35,BTC
workday,off,27,-220.0,-210.0,0.0294117647058823,0.9705882352941176,32,BTC
workday,off,27,-210.0,-200.0,0.0222222222222222,0.9777777777777776,43,BTC
workday,off,27,-200.0,-190.0,0.0212765957446808,0.9787234042553192,45,BTC
workday,off,27,-190.0,-180.0,0.0196078431372549,0.9803921568627452,49,BTC
workday,off,27,-180.0,-170.0,0.0158730158730158,0.9841269841269842,61,BTC
workday,off,27,-170.0,-160.0,0.0153846153846153,0.9846153846153848,63,BTC
workday,off,27,-160.0,-150.0,0.0169491525423728,0.9830508474576272,57,BTC
workday,off,27,-150.0,-140.0,0.0212765957446808,0.9787234042553192,92,BTC
workday,off,27,-140.0,-130.0,0.0123456790123456,0.9876543209876544,79,BTC
workday,off,27,-130.0,-120.0,0.0458715596330275,0.9541284403669724,107,BTC
workday,off,27,-120.0,-110.0,0.0169491525423728,0.9830508474576272,116,BTC
workday,off,27,-110.0,-100.0,0.0138888888888888,0.9861111111111112,142,BTC
workday,off,27,-100.0,-90.0,0.0056818181818181,0.9943181818181818,174,BTC
workday,off,27,-90.0,-80.0,0.0292682926829268,0.9707317073170731,203,BTC
workday,off,27,-80.0,-70.0,0.0325581395348837,0.9674418604651164,213,BTC
workday,off,27,-70.0,-60.0,0.0488888888888888,0.9511111111111112,223,BTC
workday,off,27,-60.0,-50.0,0.049618320610687,0.950381679389313,260,BTC
workday,off,27,-50.0,-40.0,0.084870848708487,0.915129151291513,269,BTC
workday,off,27,-40.0,-30.0,0.1272189349112426,0.8727810650887574,336,BTC
workday,off,27,-30.0,-20.0,0.1883289124668435,0.8116710875331565,375,BTC
workday,off,27,-20.0,-10.0,0.2632978723404255,0.7367021276595744,374,BTC
workday,off,27,-10.0,0.0,0.4033942558746736,0.5966057441253263,381,BTC
workday,off,27,0.0,10.0,0.6409921671018277,0.3590078328981723,381,BTC
workday,off,27,10.0,20.0,0.7889518413597734,0.2110481586402266,351,BTC
workday,off,27,20.0,30.0,0.8398791540785498,0.1601208459214501,329,BTC
workday,off,27,30.0,40.0,0.9012738853503184,0.0987261146496815,312,BTC
workday,off,27,40.0,50.0,0.9154411764705882,0.0845588235294118,270,BTC
workday,off,27,50.0,60.0,0.944,0.056,248,BTC
workday,off,27,60.0,70.0,0.9576271186440678,0.0423728813559322,234,BTC
workday,off,27,70.0,80.0,0.985,0.015,198,BTC
workday,off,27,80.0,90.0,0.9726775956284152,0.0273224043715847,181,BTC
workday,off,27,90.0,100.0,0.9759036144578314,0.0240963855421686,164,BTC
workday,off,27,100.0,110.0,0.9861111111111112,0.0138888888888888,142,BTC
workday,off,27,110.0,120.0,0.9663865546218487,0.0336134453781512,117,BTC
workday,off,27,120.0,130.0,0.9722222222222222,0.0277777777777777,106,BTC
workday,off,27,130.0,140.0,0.9903846153846154,0.0096153846153845,102,BTC
workday,off,27,140.0,150.0,0.9775280898876404,0.0224719101123596,87,BTC
workday,off,27,150.0,160.0,0.9846153846153848,0.0153846153846153,63,BTC
workday,off,27,160.0,170.0,0.9850746268656716,0.0149253731343284,65,BTC
workday,off,27,170.0,180.0,0.9824561403508772,0.0175438596491228,55,BTC
workday,off,27,180.0,190.0,0.9791666666666666,0.0208333333333333,46,BTC
workday,off,27,190.0,200.0,0.9824561403508772,0.0175438596491228,55,BTC
workday,off,27,200.0,210.0,0.9772727272727272,0.0227272727272727,42,BTC
workday,off,27,210.0,220.0,0.9743589743589745,0.0256410256410256,37,BTC
workday,off,27,220.0,230.0,0.9705882352941176,0.0294117647058823,32,BTC
workday,off,27,230.0,240.0,0.9655172413793104,0.0344827586206896,27,BTC
workday,off,27,240.0,250.0,0.9722222222222222,0.0277777777777777,34,BTC
workday,off,27,250.0,260.0,0.9583333333333334,0.0416666666666666,22,BTC
workday,off,27,260.0,270.0,0.9565217391304348,0.0434782608695651,21,BTC
workday,off,27,280.0,290.0,0.96,0.04,23,BTC
workday,off,28,-270.0,-260.0,0.0434782608695652,0.9565217391304348,21,BTC
workday,off,28,-260.0,-250.0,0.0357142857142857,0.9642857142857144,26,BTC
workday,off,28,-250.0,-240.0,0.037037037037037,0.962962962962963,25,BTC
workday,off,28,-240.0,-230.0,0.032258064516129,0.967741935483871,29,BTC
workday,off,28,-230.0,-220.0,0.027027027027027,0.972972972972973,35,BTC
workday,off,28,-220.0,-210.0,0.0232558139534883,0.9767441860465116,41,BTC
workday,off,28,-210.0,-200.0,0.0263157894736842,0.9736842105263158,36,BTC
workday,off,28,-200.0,-190.0,0.0204081632653061,0.979591836734694,47,BTC
workday,off,28,-190.0,-180.0,0.0212765957446808,0.9787234042553192,45,BTC
workday,off,28,-180.0,-170.0,0.0147058823529411,0.9852941176470588,66,BTC
workday,off,28,-170.0,-160.0,0.0196078431372549,0.9803921568627452,49,BTC
workday,off,28,-160.0,-150.0,0.0144927536231884,0.9855072463768116,67,BTC
workday,off,28,-150.0,-140.0,0.0210526315789473,0.9789473684210528,93,BTC
workday,off,28,-140.0,-130.0,0.0123456790123456,0.9876543209876544,79,BTC
workday,off,28,-130.0,-120.0,0.0176991150442477,0.9823008849557522,111,BTC
workday,off,28,-120.0,-110.0,0.0161290322580645,0.9838709677419356,122,BTC
workday,off,28,-110.0,-100.0,0.0124223602484472,0.9875776397515528,159,BTC
workday,off,28,-100.0,-90.0,0.0274725274725274,0.9725274725274724,180,BTC
workday,off,28,-90.0,-80.0,0.0245098039215686,0.9754901960784312,202,BTC
workday,off,28,-80.0,-70.0,0.02,0.98,198,BTC
workday,off,28,-70.0,-60.0,0.0317460317460317,0.9682539682539684,250,BTC
workday,off,28,-60.0,-50.0,0.0313725490196078,0.9686274509803922,253,BTC
workday,off,28,-50.0,-40.0,0.077490774907749,0.9225092250922508,269,BTC
workday,off,28,-40.0,-30.0,0.1238670694864048,0.8761329305135952,329,BTC
workday,off,28,-30.0,-20.0,0.1292134831460674,0.8707865168539326,354,BTC
workday,off,28,-20.0,-10.0,0.2134831460674157,0.7865168539325843,354,BTC
workday,off,28,-10.0,0.0,0.3502747252747253,0.6497252747252746,362,BTC
workday,off,28,0.0,10.0,0.6792682926829269,0.3207317073170731,408,BTC
workday,off,28,10.0,20.0,0.817910447761194,0.1820895522388059,333,BTC
workday,off,28,20.0,30.0,0.8960843373493976,0.1039156626506023,330,BTC
workday,off,28,30.0,40.0,0.9073482428115016,0.0926517571884983,311,BTC
workday,off,28,40.0,50.0,0.9375,0.0625,270,BTC
workday,off,28,50.0,60.0,0.9625468164794008,0.0374531835205992,265,BTC
workday,off,28,60.0,70.0,0.968609865470852,0.0313901345291479,221,BTC
workday,off,28,70.0,80.0,0.98,0.02,198,BTC
workday,off,28,80.0,90.0,0.9938650306748468,0.0061349693251533,161,BTC
workday,off,28,90.0,100.0,0.9828571428571428,0.0171428571428571,173,BTC
workday,off,28,100.0,110.0,0.9869281045751634,0.0130718954248365,151,BTC
workday,off,28,110.0,120.0,0.9827586206896552,0.0172413793103448,114,BTC
workday,off,28,120.0,130.0,0.9809523809523808,0.019047619047619,103,BTC
workday,off,28,130.0,140.0,0.9912280701754386,0.0087719298245614,112,BTC
workday,off,28,140.0,150.0,0.988095238095238,0.0119047619047618,82,BTC
workday,off,28,150.0,160.0,0.9871794871794872,0.0128205128205127,76,BTC
workday,off,28,160.0,170.0,0.9818181818181818,0.0181818181818181,53,BTC
workday,off,28,170.0,180.0,0.986842105263158,0.0131578947368421,74,BTC
workday,off,28,180.0,190.0,0.981132075471698,0.0188679245283018,51,BTC
workday,off,28,190.0,200.0,0.9772727272727272,0.0227272727272727,42,BTC
workday,off,28,200.0,210.0,0.9787234042553192,0.0212765957446808,45,BTC
workday,off,28,210.0,220.0,0.96875,0.03125,30,BTC
workday,off,28,220.0,230.0,0.9705882352941176,0.0294117647058823,32,BTC
workday,off,28,230.0,240.0,0.9655172413793104,0.0344827586206896,27,BTC
workday,off,28,240.0,250.0,0.9583333333333334,0.0416666666666666,22,BTC
workday,off,28,250.0,260.0,0.9666666666666668,0.0333333333333333,28,BTC
workday,off,28,260.0,270.0,0.9629629629629628,0.037037037037037,25,BTC
workday,off,28,270.0,280.0,0.96,0.04,23,BTC
workday,off,28,280.0,290.0,0.9629629629629628,0.037037037037037,25,BTC
workday,off,28,300.0,310.0,0.9565217391304348,0.0434782608695651,21,BTC
workday,off,29,-300.0,-290.0,0.0416666666666666,0.9583333333333334,22,BTC
workday,off,29,-270.0,-260.0,0.0434782608695652,0.9565217391304348,21,BTC
workday,off,29,-260.0,-250.0,0.03125,0.96875,30,BTC
workday,off,29,-250.0,-240.0,0.0384615384615384,0.9615384615384616,24,BTC
workday,off,29,-240.0,-230.0,0.03125,0.96875,30,BTC
workday,off,29,-230.0,-220.0,0.0285714285714285,0.9714285714285714,33,BTC
workday,off,29,-220.0,-210.0,0.0256410256410256,0.9743589743589745,37,BTC
workday,off,29,-210.0,-200.0,0.0212765957446808,0.9787234042553192,45,BTC
workday,off,29,-200.0,-190.0,0.02,0.98,48,BTC
workday,off,29,-190.0,-180.0,0.0192307692307692,0.9807692307692308,50,BTC
workday,off,29,-180.0,-170.0,0.0158730158730158,0.9841269841269842,61,BTC
workday,off,29,-170.0,-160.0,0.0163934426229508,0.9836065573770492,59,BTC
workday,off,29,-160.0,-150.0,0.0133333333333333,0.9866666666666668,73,BTC
workday,off,29,-150.0,-140.0,0.0106382978723404,0.9893617021276596,92,BTC
workday,off,29,-140.0,-130.0,0.0106382978723404,0.9893617021276596,92,BTC
workday,off,29,-130.0,-120.0,0.0084745762711864,0.9915254237288136,116,BTC
workday,off,29,-120.0,-110.0,0.0163934426229508,0.9836065573770492,120,BTC
workday,off,29,-110.0,-100.0,0.0148148148148148,0.9851851851851852,133,BTC
workday,off,29,-100.0,-90.0,0.0057142857142857,0.9942857142857144,173,BTC
workday,off,29,-90.0,-80.0,0.0048543689320388,0.9951456310679612,204,BTC
workday,off,29,-80.0,-70.0,0.0101522842639593,0.9898477157360406,195,BTC
workday,off,29,-70.0,-60.0,0.0256410256410256,0.9743589743589745,232,BTC
workday,off,29,-60.0,-50.0,0.0342205323193916,0.9657794676806084,261,BTC
workday,off,29,-50.0,-40.0,0.0441176470588235,0.9558823529411764,270,BTC
workday,off,29,-40.0,-30.0,0.0766773162939297,0.9233226837060704,311,BTC
workday,off,29,-30.0,-20.0,0.1008174386920981,0.8991825613079019,365,BTC
workday,off,29,-20.0,-10.0,0.1538461538461538,0.8461538461538461,362,BTC
workday,off,29,-10.0,0.0,0.2773333333333333,0.7226666666666667,373,BTC
workday,off,29,0.0,10.0,0.760989010989011,0.239010989010989,362,BTC
workday,off,29,10.0,20.0,0.875,0.125,330,BTC
workday,off,29,20.0,30.0,0.9283667621776504,0.0716332378223495,347,BTC
workday,off,29,30.0,40.0,0.9494584837545126,0.0505415162454874,275,BTC
workday,off,29,40.0,50.0,0.9712460063897764,0.0287539936102236,311,BTC
workday,off,29,50.0,60.0,0.9745762711864406,0.0254237288135593,234,BTC
workday,off,29,60.0,70.0,0.9823788546255506,0.0176211453744493,225,BTC
workday,off,29,70.0,80.0,0.9952153110047848,0.0047846889952153,207,BTC
workday,off,29,80.0,90.0,0.9938650306748468,0.0061349693251533,161,BTC
workday,off,29,90.0,100.0,0.9934640522875816,0.0065359477124182,151,BTC
workday,off,29,100.0,110.0,0.9869281045751634,0.0130718954248365,151,BTC
workday,off,29,110.0,120.0,0.986013986013986,0.0139860139860139,141,BTC
workday,off,29,120.0,130.0,0.990909090909091,0.009090909090909,108,BTC
workday,off,29,130.0,140.0,0.98989898989899,0.01010101010101,97,BTC
workday,off,29,140.0,150.0,0.9893617021276596,0.0106382978723403,92,BTC
workday,off,29,150.0,160.0,0.9882352941176472,0.0117647058823529,83,BTC
workday,off,29,160.0,170.0,0.9861111111111112,0.0138888888888888,70,BTC
workday,off,29,170.0,180.0,0.984126984126984,0.0158730158730159,61,BTC
workday,off,29,180.0,190.0,0.9803921568627452,0.0196078431372549,49,BTC
workday,off,29,190.0,200.0,0.9772727272727272,0.0227272727272727,42,BTC
workday,off,29,200.0,210.0,0.975609756097561,0.024390243902439,39,BTC
workday,off,29,210.0,220.0,0.9714285714285714,0.0285714285714285,33,BTC
workday,off,29,220.0,230.0,0.9736842105263158,0.0263157894736841,36,BTC
workday,off,29,230.0,240.0,0.9705882352941176,0.0294117647058823,32,BTC
workday,off,29,240.0,250.0,0.96,0.04,23,BTC
workday,off,29,250.0,260.0,0.9642857142857144,0.0357142857142857,26,BTC
workday,off,29,260.0,270.0,0.96,0.04,23,BTC
workday,off,29,280.0,290.0,0.967741935483871,0.032258064516129,29,BTC
workday,off,29,290.0,300.0,0.9565217391304348,0.0434782608695651,21,BTC
workday,off,29,310.0,320.0,0.9583333333333334,0.0416666666666666,22,BTC
workday,off,30,-300.0,-290.0,0.0384615384615384,0.9615384615384616,24,BTC
workday,off,30,-270.0,-260.0,0.0384615384615384,0.9615384615384616,24,BTC
workday,off,30,-260.0,-250.0,0.0454545454545454,0.9545454545454546,20,BTC
workday,off,30,-250.0,-240.0,0.0434782608695652,0.9565217391304348,21,BTC
workday,off,30,-240.0,-230.0,0.027027027027027,0.972972972972973,35,BTC
workday,off,30,-230.0,-220.0,0.0256410256410256,0.9743589743589745,37,BTC
workday,off,30,-220.0,-210.0,0.025,0.975,38,BTC
workday,off,30,-210.0,-200.0,0.0204081632653061,0.979591836734694,47,BTC
workday,off,30,-200.0,-190.0,0.0238095238095238,0.9761904761904762,40,BTC
workday,off,30,-190.0,-180.0,0.0147058823529411,0.9852941176470588,66,BTC
workday,off,30,-180.0,-170.0,0.0192307692307692,0.9807692307692308,50,BTC
workday,off,30,-170.0,-160.0,0.0142857142857142,0.9857142857142858,68,BTC
workday,off,30,-160.0,-150.0,0.0108695652173913,0.9891304347826086,90,BTC
workday,off,30,-150.0,-140.0,0.0126582278481012,0.9873417721518988,77,BTC
workday,off,30,-140.0,-130.0,0.0128205128205128,0.9871794871794872,76,BTC
workday,off,30,-130.0,-120.0,0.0087719298245614,0.9912280701754386,112,BTC
workday,off,30,-120.0,-110.0,0.0081967213114754,0.9918032786885246,120,BTC
workday,off,30,-110.0,-100.0,0.0063694267515923,0.9936305732484076,155,BTC
workday,off,30,-100.0,-90.0,0.0053191489361702,0.9946808510638298,186,BTC
workday,off,30,-90.0,-80.0,0.0057471264367816,0.9942528735632185,172,BTC
workday,off,30,-80.0,-70.0,0.0047169811320754,0.9952830188679244,210,BTC
workday,off,30,-70.0,-60.0,0.0044843049327354,0.9955156950672646,221,BTC
workday,off,30,-60.0,-50.0,0.0037174721189591,0.9962825278810408,267,BTC
workday,off,30,-50.0,-40.0,0.003731343283582,0.996268656716418,266,BTC
workday,off,30,-40.0,-30.0,0.0033112582781456,0.9966887417218544,300,BTC
workday,off,30,-30.0,-20.0,0.0028011204481792,0.9971988795518208,355,BTC
workday,off,30,-20.0,-10.0,0.003012048192771,0.9969879518072288,330,BTC
workday,off,30,-10.0,0.0,0.0028248587570621,0.9971751412429378,352,BTC
workday,off,30,0.0,10.0,0.9881889763779528,0.0118110236220472,379,BTC
workday,off,30,10.0,20.0,0.9972144846796658,0.0027855153203342,357,BTC
workday,off,30,20.0,30.0,0.997134670487106,0.0028653295128939,347,BTC
workday,off,30,30.0,40.0,0.99645390070922,0.00354609929078,280,BTC
workday,off,30,40.0,50.0,0.9967532467532468,0.0032467532467532,306,BTC
workday,off,30,50.0,60.0,0.9956896551724138,0.0043103448275861,230,BTC
workday,off,30,60.0,70.0,0.995575221238938,0.0044247787610619,224,BTC
workday,off,30,70.0,80.0,0.9951923076923076,0.0048076923076922,206,BTC
workday,off,30,80.0,90.0,0.9941520467836256,0.0058479532163743,169,BTC
workday,off,30,90.0,100.0,0.9936708860759492,0.0063291139240506,156,BTC
workday,off,30,100.0,110.0,0.9932432432432432,0.0067567567567567,146,BTC
workday,off,30,110.0,120.0,0.9929078014184396,0.0070921985815602,139,BTC
workday,off,30,120.0,130.0,0.991150442477876,0.0088495575221239,111,BTC
workday,off,30,130.0,140.0,0.9901960784313726,0.0098039215686274,100,BTC
workday,off,30,140.0,150.0,0.9873417721518988,0.0126582278481012,77,BTC
workday,off,30,150.0,160.0,0.9893617021276596,0.0106382978723403,92,BTC
workday,off,30,160.0,170.0,0.9859154929577464,0.0140845070422535,69,BTC
workday,off,30,170.0,180.0,0.9836065573770492,0.0163934426229508,59,BTC
workday,off,30,180.0,190.0,0.9807692307692308,0.0192307692307692,50,BTC
workday,off,30,190.0,200.0,0.9791666666666666,0.0208333333333333,46,BTC
workday,off,30,200.0,210.0,0.9761904761904762,0.0238095238095238,40,BTC
workday,off,30,210.0,220.0,0.975609756097561,0.024390243902439,39,BTC
workday,off,30,220.0,230.0,0.9714285714285714,0.0285714285714285,33,BTC
workday,off,30,230.0,240.0,0.9629629629629628,0.037037037037037,25,BTC
workday,off,30,240.0,250.0,0.972972972972973,0.0270270270270269,35,BTC
workday,off,30,250.0,260.0,0.9545454545454546,0.0454545454545454,20,BTC
workday,off,30,260.0,270.0,0.9666666666666668,0.0333333333333333,28,BTC
workday,tf1,1,-60.0,-50.0,0.4090909090909091,0.5909090909090908,20,BTC
workday,tf1,1,-50.0,-40.0,0.3953488372093023,0.6046511627906976,41,BTC
workday,tf1,1,-40.0,-30.0,0.4358974358974359,0.5641025641025641,76,BTC
workday,tf1,1,-30.0,-20.0,0.4107142857142857,0.5892857142857143,110,BTC
workday,tf1,1,-20.0,-10.0,0.3837209302325581,0.6162790697674418,170,BTC
workday,tf1,1,-10.0,0.0,0.4545454545454545,0.5454545454545454,251,BTC
workday,tf1,1,0.0,10.0,0.539308176100629,0.460691823899371,316,BTC
workday,tf1,1,10.0,20.0,0.5675675675675675,0.4324324324324324,183,BTC
workday,tf1,1,20.0,30.0,0.6050420168067226,0.3949579831932773,117,BTC
workday,tf1,1,30.0,40.0,0.6567164179104478,0.3432835820895522,65,BTC
workday,tf1,1,40.0,50.0,0.4545454545454545,0.5454545454545454,31,BTC
workday,tf1,2,-70.0,-60.0,0.2307692307692307,0.7692307692307692,24,BTC
workday,tf1,2,-60.0,-50.0,0.2857142857142857,0.7142857142857143,40,BTC
workday,tf1,2,-50.0,-40.0,0.3061224489795918,0.6938775510204082,47,BTC
workday,tf1,2,-40.0,-30.0,0.4505494505494505,0.5494505494505495,89,BTC
workday,tf1,2,-30.0,-20.0,0.4601769911504424,0.5398230088495575,111,BTC
workday,tf1,2,-20.0,-10.0,0.4893617021276595,0.5106382978723405,139,BTC
workday,tf1,2,-10.0,0.0,0.4129353233830846,0.5870646766169154,199,BTC
workday,tf1,2,0.0,10.0,0.5199203187250996,0.4800796812749004,249,BTC
workday,tf1,2,10.0,20.0,0.577922077922078,0.422077922077922,152,BTC
workday,tf1,2,20.0,30.0,0.6339285714285714,0.3660714285714286,110,BTC
workday,tf1,2,30.0,40.0,0.5662650602409639,0.4337349397590361,81,BTC
workday,tf1,2,40.0,50.0,0.6491228070175439,0.3508771929824561,55,BTC
workday,tf1,2,50.0,60.0,0.5531914893617021,0.4468085106382978,45,BTC
workday,tf1,2,60.0,70.0,0.65625,0.34375,30,BTC
workday,tf1,3,-70.0,-60.0,0.28125,0.71875,30,BTC
workday,tf1,3,-60.0,-50.0,0.3265306122448979,0.6734693877551021,47,BTC
workday,tf1,3,-50.0,-40.0,0.3934426229508196,0.6065573770491803,59,BTC
workday,tf1,3,-40.0,-30.0,0.4246575342465753,0.5753424657534247,71,BTC
workday,tf1,3,-30.0,-20.0,0.3805309734513274,0.6194690265486726,111,BTC
workday,tf1,3,-20.0,-10.0,0.4084507042253521,0.5915492957746479,140,BTC
workday,tf1,3,-10.0,0.0,0.4497354497354497,0.5502645502645502,187,BTC
workday,tf1,3,0.0,10.0,0.5191387559808612,0.4808612440191387,207,BTC
workday,tf1,3,10.0,20.0,0.5584415584415584,0.4415584415584416,152,BTC
workday,tf1,3,20.0,30.0,0.6728971962616822,0.3271028037383178,105,BTC
workday,tf1,3,30.0,40.0,0.6790123456790124,0.3209876543209876,79,BTC
workday,tf1,3,40.0,50.0,0.65,0.35,58,BTC
workday,tf1,3,50.0,60.0,0.5952380952380952,0.4047619047619047,40,BTC
workday,tf1,3,60.0,70.0,0.6944444444444444,0.3055555555555556,34,BTC
workday,tf1,3,70.0,80.0,0.6956521739130435,0.3043478260869565,21,BTC
workday,tf1,4,-80.0,-70.0,0.2962962962962963,0.7037037037037037,25,BTC
workday,tf1,4,-70.0,-60.0,0.3428571428571428,0.6571428571428571,33,BTC
workday,tf1,4,-60.0,-50.0,0.3333333333333333,0.6666666666666667,49,BTC
