day_type,time_frame,slot,inf_range,sup_range,prob_up,prob_down,count_of_klines_inside_range,ticker
workday,off,2,3.2,3.4000000000000004,0.7692307692307693,0.2307692307692307,24,ETH
workday,off,2,3.4000000000000004,3.6000000000000005,0.7575757575757576,0.2424242424242424,31,ETH
workday,off,2,3.6,3.8,0.6538461538461539,0.3461538461538461,24,ETH
workday,off,2,3.8,4.0,0.6,0.4,23,ETH
workday,off,3,-4.6000000000000005,-4.4,0.2916666666666667,0.7083333333333333,22,ETH
workday,off,3,-4.2,-4.0,0.28,0.72,23,ETH
workday,off,3,-4.0,-3.8,0.2307692307692307,0.7692307692307692,24,ETH
workday,off,3,-3.8,-3.6,0.3939393939393939,0.6060606060606061,31,ETH
workday,off,3,-3.6,-3.4,0.3,0.7,28,ETH
workday,off,3,-3.4000000000000004,-3.2,0.3018867924528302,0.6981132075471699,51,ETH
workday,off,3,-3.2,-3.0,0.4038461538461538,0.5961538461538461,50,ETH
workday,off,3,-3.0,-2.8,0.3770491803278688,0.6229508196721312,59,ETH
workday,off,3,-2.8000000000000003,-2.6,0.2295081967213114,0.7704918032786885,59,ETH
workday,off,3,-2.6,-2.4,0.2802197802197802,0.7197802197802198,89,ETH
workday,off,3,-2.4000000000000004,-2.2,0.2954545454545454,0.7045454545454546,86,ETH
workday,off,3,-2.2,-2.0,0.3523809523809524,0.6476190476190475,103,ETH
workday,off,3,-2.0,-1.8,0.3983739837398374,0.6016260162601625,121,ETH
workday,off,3,-1.8,-1.6,0.3229166666666667,0.6770833333333333,142,ETH
workday,off,3,-1.6,-1.4,0.3368983957219251,0.6631016042780749,185,ETH
workday,off,3,-1.4,-1.2000000000000002,0.3798283261802575,0.6201716738197425,231,ETH
workday,off,3,-1.2000000000000002,-1.0000000000000002,0.3764044943820225,0.6235955056179775,265,ETH
workday,off,3,-1.0,-0.8,0.3644314868804664,0.6355685131195336,341,ETH
workday,off,3,-0.8,-0.6000000000000001,0.4228571428571429,0.5771428571428572,348,ETH
workday,off,3,-0.6000000000000001,-0.4000000000000001,0.4776785714285714,0.5223214285714286,446,ETH
workday,off,3,-0.4,-0.2,0.4334038054968288,0.5665961945031712,471,ETH
workday,off,3,-0.2,0.0,0.4662408759124087,0.5337591240875912,546,ETH
workday,off,3,0.0,0.2,0.4913385826771653,0.5086614173228347,633,ETH
workday,off,3,0.2,0.4,0.5044326241134752,0.4955673758865248,562,ETH
workday,off,3,0.4,0.6000000000000001,0.5895833333333333,0.4104166666666666,478,ETH
workday,off,3,0.6000000000000001,0.8,0.5762273901808785,0.4237726098191214,385,ETH
workday,off,3,0.8,1.0,0.6428571428571429,0.3571428571428571,327,ETH
workday,off,3,1.0,1.2,0.6375,0.3625,318,ETH
workday,off,3,1.2000000000000002,1.4,0.6926406926406926,0.3073593073593074,229,ETH
workday,off,3,1.4,1.6,0.5828571428571429,0.4171428571428571,173,ETH
workday,off,3,1.6,1.8,0.631578947368421,0.368421052631579,150,ETH
workday,off,3,1.8,2.0,0.6532258064516129,0.3467741935483871,122,ETH
workday,off,3,2.0,2.2,0.6451612903225806,0.3548387096774194,91,ETH
workday,off,3,2.2,2.4000000000000004,0.7021276595744681,0.2978723404255319,92,ETH
workday,off,3,2.4000000000000004,2.6000000000000005,0.7051282051282052,0.2948717948717948,76,ETH
workday,off,3,2.6,2.8000000000000003,0.7333333333333333,0.2666666666666667,58,ETH
workday,off,3,2.8000000000000003,3.0000000000000004,0.65,0.35,58,ETH
workday,off,3,3.0,3.2,0.6607142857142857,0.3392857142857143,54,ETH
workday,off,3,3.2,3.4000000000000004,0.631578947368421,0.368421052631579,36,ETH
workday,off,3,3.4000000000000004,3.6000000000000005,0.6764705882352942,0.3235294117647058,32,ETH
workday,off,3,3.6,3.8,0.8076923076923077,0.1923076923076923,24,ETH
workday,off,3,3.8,4.0,0.8378378378378378,0.1621621621621621,35,ETH
workday,off,3,4.0,4.2,0.7407407407407407,0.2592592592592593,25,ETH
workday,off,3,4.6000000000000005,4.800000000000001,0.8,0.1999999999999999,23,ETH
workday,off,4,-5.0,-4.8,0.3181818181818182,0.6818181818181819,20,ETH
workday,off,4,-4.800000000000001,-4.6000000000000005,0.2222222222222222,0.7777777777777778,25,ETH
workday,off,4,-4.6000000000000005,-4.4,0.24,0.76,23,ETH
workday,off,4,-4.4,-4.2,0.2727272727272727,0.7272727272727273,20,ETH
workday,off,4,-4.2,-4.0,0.2727272727272727,0.7272727272727273,31,ETH
workday,off,4,-4.0,-3.8,0.2619047619047619,0.7380952380952381,40,ETH
workday,off,4,-3.8,-3.6,0.175,0.825,38,ETH
workday,off,4,-3.6,-3.4,0.3673469387755102,0.6326530612244898,47,ETH
workday,off,4,-3.4000000000000004,-3.2,0.2666666666666666,0.7333333333333334,43,ETH
workday,off,4,-3.2,-3.0,0.3114754098360656,0.6885245901639344,59,ETH
workday,off,4,-3.0,-2.8,0.3026315789473684,0.6973684210526316,74,ETH
workday,off,4,-2.8000000000000003,-2.6,0.3188405797101449,0.6811594202898551,67,ETH
workday,off,4,-2.6,-2.4,0.3402061855670103,0.6597938144329897,95,ETH
workday,off,4,-2.4000000000000004,-2.2,0.2197802197802197,0.7802197802197802,89,ETH
workday,off,4,-2.2,-2.0,0.2696629213483146,0.7303370786516854,87,ETH
workday,off,4,-2.0,-1.8,0.3384615384615385,0.6615384615384615,128,ETH
workday,off,4,-1.8,-1.6,0.35,0.65,148,ETH
workday,off,4,-1.6,-1.4,0.3257918552036199,0.6742081447963801,219,ETH
workday,off,4,-1.4,-1.2000000000000002,0.3932806324110672,0.6067193675889329,251,ETH
workday,off,4,-1.2000000000000002,-1.0000000000000002,0.3486590038314176,0.6513409961685823,259,ETH
workday,off,4,-1.0,-0.8,0.4121037463976945,0.5878962536023055,345,ETH
workday,off,4,-0.8,-0.6000000000000001,0.4325153374233129,0.5674846625766872,324,ETH
workday,off,4,-0.6000000000000001,-0.4000000000000001,0.430365296803653,0.569634703196347,436,ETH
workday,off,4,-0.4,-0.2,0.4228110599078341,0.5771889400921659,432,ETH
workday,off,4,-0.2,0.0,0.469601677148847,0.5303983228511531,475,ETH
workday,off,4,0.0,0.2,0.505859375,0.494140625,510,ETH
workday,off,4,0.2,0.4,0.5274841437632135,0.4725158562367865,471,ETH
workday,off,4,0.4,0.6000000000000001,0.5650406504065041,0.4349593495934959,490,ETH
workday,off,4,0.6000000000000001,0.8,0.5983379501385041,0.4016620498614959,359,ETH
workday,off,4,0.8,1.0,0.6044303797468354,0.3955696202531645,314,ETH
workday,off,4,1.0,1.2,0.6493055555555556,0.3506944444444444,286,ETH
workday,off,4,1.2000000000000002,1.4,0.6666666666666666,0.3333333333333333,241,ETH
workday,off,4,1.4,1.6,0.6526315789473685,0.3473684210526315,188,ETH
workday,off,4,1.6,1.8,0.5853658536585367,0.4146341463414633,162,ETH
workday,off,4,1.8,2.0,0.6715328467153284,0.3284671532846716,135,ETH
workday,off,4,2.0,2.2,0.6893939393939394,0.3106060606060605,130,ETH
workday,off,4,2.2,2.4000000000000004,0.7647058823529411,0.2352941176470588,83,ETH
workday,off,4,2.4000000000000004,2.6000000000000005,0.7362637362637363,0.2637362637362637,89,ETH
workday,off,4,2.6,2.8000000000000003,0.676923076923077,0.323076923076923,63,ETH
workday,off,4,2.8000000000000003,3.0000000000000004,0.6825396825396826,0.3174603174603174,61,ETH
workday,off,4,3.0,3.2,0.7833333333333333,0.2166666666666666,58,ETH
workday,off,4,3.2,3.4000000000000004,0.7619047619047619,0.2380952380952381,40,ETH
workday,off,4,3.4000000000000004,3.6000000000000005,0.7,0.3,38,ETH
workday,off,4,3.6,3.8,0.7906976744186046,0.2093023255813954,41,ETH
workday,off,4,3.8,4.0,0.7222222222222222,0.2777777777777778,34,ETH
workday,off,4,4.0,4.2,0.6666666666666666,0.3333333333333333,28,ETH
workday,off,4,4.2,4.4,0.8108108108108109,0.1891891891891891,35,ETH
workday,off,4,4.4,4.6000000000000005,0.7105263157894737,0.2894736842105263,36,ETH
workday,off,5,-5.6000000000000005,-5.4,0.0909090909090909,0.9090909090909092,20,ETH
workday,off,5,-5.0,-4.8,0.1515151515151515,0.8484848484848485,31,ETH
workday,off,5,-4.800000000000001,-4.6000000000000005,0.1785714285714285,0.8214285714285714,26,ETH
workday,off,5,-4.4,-4.2,0.2,0.8,33,ETH
workday,off,5,-4.2,-4.0,0.25,0.75,34,ETH
workday,off,5,-4.0,-3.8,0.2407407407407407,0.7592592592592593,52,ETH
workday,off,5,-3.8,-3.6,0.238095238095238,0.7619047619047619,40,ETH
workday,off,5,-3.6,-3.4,0.26,0.74,48,ETH
workday,off,5,-3.4000000000000004,-3.2,0.2916666666666666,0.7083333333333334,46,ETH
workday,off,5,-3.2,-3.0,0.2372881355932203,0.7627118644067796,57,ETH
workday,off,5,-3.0,-2.8,0.2647058823529412,0.7352941176470589,66,ETH
workday,off,5,-2.8000000000000003,-2.6,0.2891566265060241,0.7108433734939759,81,ETH
workday,off,5,-2.6,-2.4,0.34375,0.65625,94,ETH
workday,off,5,-2.4000000000000004,-2.2,0.3053097345132743,0.6946902654867257,111,ETH
workday,off,5,-2.2,-2.0,0.3130434782608696,0.6869565217391305,113,ETH
workday,off,5,-2.0,-1.8,0.3312883435582822,0.6687116564417178,161,ETH
workday,off,5,-1.8,-1.6,0.3263473053892216,0.6736526946107784,165,ETH
workday,off,5,-1.6,-1.4,0.3378378378378378,0.6621621621621622,220,ETH
workday,off,5,-1.4,-1.2000000000000002,0.3680851063829787,0.6319148936170214,233,ETH
workday,off,5,-1.2000000000000002,-1.0000000000000002,0.3942307692307692,0.6057692307692308,258,ETH
workday,off,5,-1.0,-0.8,0.4211309523809524,0.5788690476190477,334,ETH
workday,off,5,-0.8,-0.6000000000000001,0.3859154929577464,0.6140845070422536,353,ETH
workday,off,5,-0.6000000000000001,-0.4000000000000001,0.4295580110497237,0.5704419889502763,360,ETH
workday,off,5,-0.4,-0.2,0.4628205128205128,0.5371794871794872,388,ETH
workday,off,5,-0.2,0.0,0.4878048780487805,0.5121951219512195,408,ETH
workday,off,5,0.0,0.2,0.4676724137931034,0.5323275862068966,462,ETH
workday,off,5,0.2,0.4,0.5419426048565121,0.4580573951434878,451,ETH
workday,off,5,0.4,0.6000000000000001,0.5639534883720931,0.4360465116279068,428,ETH
workday,off,5,0.6000000000000001,0.8,0.6246334310850441,0.3753665689149559,339,ETH
workday,off,5,0.8,1.0,0.603448275862069,0.396551724137931,317,ETH
workday,off,5,1.0,1.2,0.6557093425605537,0.3442906574394463,287,ETH
workday,off,5,1.2000000000000002,1.4,0.641860465116279,0.3581395348837209,213,ETH
workday,off,5,1.4,1.6,0.655,0.345,198,ETH
workday,off,5,1.6,1.8,0.6158536585365854,0.3841463414634146,162,ETH
workday,off,5,1.8,2.0,0.6439393939393939,0.3560606060606061,130,ETH
workday,off,5,2.0,2.2,0.6887417218543046,0.3112582781456954,149,ETH
workday,off,5,2.2,2.4000000000000004,0.6638655462184874,0.3361344537815126,117,ETH
workday,off,5,2.4000000000000004,2.6000000000000005,0.7052631578947368,0.2947368421052632,93,ETH
workday,off,5,2.6,2.8000000000000003,0.788235294117647,0.2117647058823529,83,ETH
workday,off,5,2.8000000000000003,3.0000000000000004,0.7297297297297297,0.2702702702702703,72,ETH
workday,off,5,3.0,3.2,0.696969696969697,0.303030303030303,64,ETH
workday,off,5,3.2,3.4000000000000004,0.7833333333333333,0.2166666666666666,58,ETH
workday,off,5,3.4000000000000004,3.6000000000000005,0.7608695652173914,0.2391304347826086,44,ETH
workday,off,5,3.6,3.8,0.7272727272727273,0.2727272727272727,31,ETH
workday,off,5,3.8,4.0,0.6666666666666666,0.3333333333333333,40,ETH
workday,off,5,4.0,4.2,0.8333333333333334,0.1666666666666666,34,ETH
workday,off,5,4.2,4.4,0.7096774193548387,0.2903225806451612,29,ETH
workday,off,5,4.4,4.6000000000000005,0.7241379310344828,0.2758620689655172,27,ETH
workday,off,5,4.6000000000000005,4.800000000000001,0.75,0.25,22,ETH
workday,off,5,4.800000000000001,5.000000000000001,0.7878787878787878,0.2121212121212121,31,ETH
workday,off,6,-5.4,-5.2,0.2692307692307692,0.7307692307692308,24,ETH
workday,off,6,-5.2,-5.0,0.1739130434782608,0.8260869565217391,21,ETH
workday,off,6,-5.0,-4.8,0.3103448275862069,0.6896551724137931,27,ETH
workday,off,6,-4.800000000000001,-4.6000000000000005,0.25,0.75,22,ETH
workday,off,6,-4.6000000000000005,-4.4,0.1785714285714285,0.8214285714285714,26,ETH
workday,off,6,-4.4,-4.2,0.3,0.7,28,ETH
workday,off,6,-4.2,-4.0,0.325,0.675,38,ETH
workday,off,6,-4.0,-3.8,0.1521739130434782,0.8478260869565217,44,ETH
workday,off,6,-3.8,-3.6,0.2368421052631578,0.7631578947368421,36,ETH
workday,off,6,-3.6,-3.4,0.123076923076923,0.8769230769230769,63,ETH
workday,off,6,-3.4000000000000004,-3.2,0.1428571428571428,0.8571428571428572,54,ETH
workday,off,6,-3.2,-3.0,0.2580645161290322,0.7419354838709677,60,ETH
workday,off,6,-3.0,-2.8,0.2602739726027397,0.7397260273972603,71,ETH
workday,off,6,-2.8000000000000003,-2.6,0.2808988764044944,0.7191011235955056,87,ETH
workday,off,6,-2.6,-2.4,0.2472527472527472,0.7527472527472527,89,ETH
workday,off,6,-2.4000000000000004,-2.2,0.2589285714285714,0.7410714285714286,110,ETH
workday,off,6,-2.2,-2.0,0.3116438356164384,0.6883561643835616,144,ETH
workday,off,6,-2.0,-1.8,0.3393939393939394,0.6606060606060606,163,ETH
workday,off,6,-1.8,-1.6,0.3975903614457831,0.6024096385542168,164,ETH
workday,off,6,-1.6,-1.4,0.3391089108910891,0.6608910891089108,200,ETH
workday,off,6,-1.4,-1.2000000000000002,0.392,0.608,248,ETH
workday,off,6,-1.2000000000000002,-1.0000000000000002,0.3636363636363636,0.6363636363636364,251,ETH
workday,off,6,-1.0,-0.8,0.4342105263157895,0.5657894736842105,302,ETH
workday,off,6,-0.8,-0.6000000000000001,0.4252336448598131,0.5747663551401869,319,ETH
workday,off,6,-0.6000000000000001,-0.4000000000000001,0.4100294985250737,0.5899705014749262,337,ETH
workday,off,6,-0.4,-0.2,0.4736842105263157,0.5263157894736843,397,ETH
workday,off,6,-0.2,0.0,0.4287469287469287,0.5712530712530712,405,ETH
workday,off,6,0.0,0.2,0.4966139954853273,0.5033860045146727,441,ETH
workday,off,6,0.2,0.4,0.5307125307125307,0.4692874692874693,405,ETH
workday,off,6,0.4,0.6000000000000001,0.5342298288508557,0.4657701711491443,407,ETH
workday,off,6,0.6000000000000001,0.8,0.5595238095238095,0.4404761904761904,334,ETH
workday,off,6,0.8,1.0,0.6262626262626263,0.3737373737373737,295,ETH
workday,off,6,1.0,1.2,0.6530612244897959,0.3469387755102041,292,ETH
workday,off,6,1.2000000000000002,1.4,0.6371681415929203,0.3628318584070796,224,ETH
workday,off,6,1.4,1.6,0.6576763485477178,0.3423236514522821,239,ETH
workday,off,6,1.6,1.8,0.6625766871165644,0.3374233128834356,161,ETH
workday,off,6,1.8,2.0,0.7037037037037037,0.2962962962962963,133,ETH
workday,off,6,2.0,2.2,0.7165354330708661,0.2834645669291339,125,ETH
workday,off,6,2.2,2.4000000000000004,0.7557251908396947,0.2442748091603053,129,ETH
workday,off,6,2.4000000000000004,2.6000000000000005,0.75,0.25,90,ETH
workday,off,6,2.6,2.8000000000000003,0.7362637362637363,0.2637362637362637,89,ETH
workday,off,6,2.8000000000000003,3.0000000000000004,0.75,0.25,54,ETH
workday,off,6,3.0,3.2,0.7333333333333333,0.2666666666666667,58,ETH
workday,off,6,3.2,3.4000000000000004,0.7727272727272727,0.2272727272727273,64,ETH
workday,off,6,3.4000000000000004,3.6000000000000005,0.8611111111111112,0.1388888888888888,34,ETH
workday,off,6,3.6,3.8,0.7333333333333333,0.2666666666666667,43,ETH
workday,off,6,3.8,4.0,0.7659574468085106,0.2340425531914893,45,ETH
workday,off,6,4.0,4.2,0.926829268292683,0.073170731707317,39,ETH
workday,off,6,4.2,4.4,0.7317073170731707,0.2682926829268293,39,ETH
workday,off,6,4.4,4.6000000000000005,0.8157894736842105,0.1842105263157895,36,ETH
workday,off,6,4.6000000000000005,4.800000000000001,0.75,0.25,26,ETH
workday,off,6,4.800000000000001,5.000000000000001,0.7916666666666666,0.2083333333333333,22,ETH
workday,off,6,5.2,5.4,0.7272727272727273,0.2727272727272727,20,ETH
workday,off,7,-5.4,-5.2,0.1666666666666666,0.8333333333333334,28,ETH
workday,off,7,-5.2,-5.0,0.2142857142857142,0.7857142857142857,26,ETH
workday,off,7,-5.0,-4.8,0.1666666666666666,0.8333333333333334,34,ETH
workday,off,7,-4.800000000000001,-4.6000000000000005,0.3225806451612903,0.6774193548387097,29,ETH
workday,off,7,-4.6000000000000005,-4.4,0.1162790697674418,0.8837209302325582,41,ETH
workday,off,7,-4.4,-4.2,0.2894736842105263,0.7105263157894737,36,ETH
workday,off,7,-4.2,-4.0,0.1666666666666666,0.8333333333333334,34,ETH
workday,off,7,-4.0,-3.8,0.0714285714285714,0.9285714285714286,40,ETH
workday,off,7,-3.8,-3.6,0.1851851851851851,0.8148148148148149,52,ETH
workday,off,7,-3.6,-3.4,0.2352941176470588,0.7647058823529411,66,ETH
workday,off,7,-3.4000000000000004,-3.2,0.1818181818181818,0.8181818181818181,64,ETH
workday,off,7,-3.2,-3.0,0.1639344262295081,0.8360655737704918,59,ETH
workday,off,7,-3.0,-2.8,0.2465753424657534,0.7534246575342466,71,ETH
workday,off,7,-2.8000000000000003,-2.6,0.1404494382022472,0.8595505617977528,87,ETH
workday,off,7,-2.6,-2.4,0.2272727272727272,0.7727272727272727,97,ETH
workday,off,7,-2.4000000000000004,-2.2,0.2807017543859649,0.7192982456140351,112,ETH
workday,off,7,-2.2,-2.0,0.3355704697986577,0.6644295302013423,147,ETH
workday,off,7,-2.0,-1.8,0.2994791666666666,0.7005208333333334,190,ETH
workday,off,7,-1.8,-1.6,0.3863636363636363,0.6136363636363636,174,ETH
workday,off,7,-1.6,-1.4,0.3227272727272727,0.6772727272727272,218,ETH
workday,off,7,-1.4,-1.2000000000000002,0.2754237288135593,0.7245762711864407,234,ETH
workday,off,7,-1.2000000000000002,-1.0000000000000002,0.3888888888888889,0.6111111111111112,286,ETH
workday,off,7,-1.0,-0.8,0.4472727272727272,0.5527272727272727,273,ETH
workday,off,7,-0.8,-0.6000000000000001,0.4133333333333333,0.5866666666666667,298,ETH
workday,off,7,-0.6000000000000001,-0.4000000000000001,0.4103343465045592,0.5896656534954408,327,ETH
workday,off,7,-0.4,-0.2,0.4561643835616438,0.5438356164383562,363,ETH
workday,off,7,-0.2,0.0,0.5,0.5,373,ETH
workday,off,7,0.0,0.2,0.5098280098280098,0.4901719901719902,405,ETH
workday,off,7,0.2,0.4,0.5589887640449437,0.4410112359550563,354,ETH
workday,off,7,0.4,0.6000000000000001,0.5508241758241758,0.4491758241758242,362,ETH
workday,off,7,0.6000000000000001,0.8,0.5644171779141104,0.4355828220858896,324,ETH
workday,off,7,0.8,1.0,0.6075085324232081,0.3924914675767919,291,ETH
workday,off,7,1.0,1.2,0.6239495798319328,0.3760504201680672,236,ETH
workday,off,7,1.2000000000000002,1.4,0.6473429951690821,0.3526570048309179,205,ETH
workday,off,7,1.4,1.6,0.6535087719298246,0.3464912280701754,226,ETH
workday,off,7,1.6,1.8,0.6265822784810127,0.3734177215189873,156,ETH
workday,off,7,1.8,2.0,0.75,0.25,156,ETH
workday,off,7,2.0,2.2,0.7756410256410257,0.2243589743589743,154,ETH
workday,off,7,2.2,2.4000000000000004,0.7837837837837838,0.2162162162162162,109,ETH
workday,off,7,2.4000000000000004,2.6000000000000005,0.7419354838709677,0.2580645161290322,91,ETH
workday,off,7,2.6,2.8000000000000003,0.7383177570093458,0.2616822429906542,105,ETH
workday,off,7,2.8000000000000003,3.0000000000000004,0.6923076923076922,0.3076923076923078,76,ETH
workday,off,7,3.0,3.2,0.7638888888888888,0.2361111111111111,70,ETH
workday,off,7,3.2,3.4000000000000004,0.8135593220338984,0.1864406779661016,57,ETH
workday,off,7,3.4000000000000004,3.6000000000000005,0.8275862068965517,0.1724137931034483,56,ETH
workday,off,7,3.6,3.8,0.8490566037735849,0.150943396226415,51,ETH
workday,off,7,3.8,4.0,0.8260869565217391,0.1739130434782608,44,ETH
workday,off,7,4.0,4.2,0.8157894736842105,0.1842105263157895,36,ETH
workday,off,7,4.2,4.4,0.85,0.15,38,ETH
workday,off,7,4.4,4.6000000000000005,0.673469387755102,0.326530612244898,47,ETH
workday,off,7,4.6000000000000005,4.800000000000001,0.8529411764705882,0.1470588235294118,32,ETH
workday,off,7,4.800000000000001,5.000000000000001,0.84375,0.15625,30,ETH
workday,off,7,5.0,5.2,0.84,0.16,23,ETH
workday,off,7,5.2,5.4,0.8695652173913043,0.1304347826086956,21,ETH
workday,off,7,5.4,5.6000000000000005,0.7391304347826086,0.2608695652173913,21,ETH
workday,off,7,5.6000000000000005,5.800000000000001,0.8181818181818182,0.1818181818181817,20,ETH
workday,off,7,6.0,6.2,0.6818181818181818,0.3181818181818182,20,ETH
workday,off,8,-5.800000000000001,-5.6000000000000005,0.1818181818181818,0.8181818181818181,20,ETH
workday,off,8,-5.6000000000000005,-5.4,0.1304347826086956,0.8695652173913043,21,ETH
workday,off,8,-5.4,-5.2,0.1428571428571428,0.8571428571428572,26,ETH
workday,off,8,-5.2,-5.0,0.1818181818181818,0.8181818181818181,20,ETH
workday,off,8,-5.0,-4.8,0.2432432432432432,0.7567567567567568,35,ETH
workday,off,8,-4.800000000000001,-4.6000000000000005,0.1081081081081081,0.8918918918918919,35,ETH
workday,off,8,-4.6000000000000005,-4.4,0.1621621621621621,0.8378378378378378,35,ETH
workday,off,8,-4.4,-4.2,0.1627906976744186,0.8372093023255813,41,ETH
workday,off,8,-4.2,-4.0,0.25,0.75,46,ETH
workday,off,8,-4.0,-3.8,0.1636363636363636,0.8363636363636364,53,ETH
workday,off,8,-3.8,-3.6,0.175,0.825,38,ETH
workday,off,8,-3.6,-3.4,0.2368421052631578,0.7631578947368421,55,ETH
workday,off,8,-3.4000000000000004,-3.2,0.1973684210526315,0.8026315789473684,74,ETH
workday,off,8,-3.2,-3.0,0.2150537634408602,0.7849462365591398,91,ETH
workday,off,8,-3.0,-2.8,0.2268041237113402,0.7731958762886598,95,ETH
workday,off,8,-2.8000000000000003,-2.6,0.2705882352941176,0.7294117647058824,83,ETH
workday,off,8,-2.6,-2.4,0.2208333333333333,0.7791666666666667,118,ETH
workday,off,8,-2.4000000000000004,-2.2,0.3534482758620689,0.646551724137931,114,ETH
workday,off,8,-2.2,-2.0,0.2620967741935484,0.7379032258064516,122,ETH
workday,off,8,-2.0,-1.8,0.2777777777777777,0.7222222222222223,196,ETH
workday,off,8,-1.8,-1.6,0.3715846994535519,0.6284153005464481,181,ETH
workday,off,8,-1.6,-1.4,0.255,0.745,198,ETH
workday,off,8,-1.4,-1.2000000000000002,0.3592592592592593,0.6407407407407407,268,ETH
workday,off,8,-1.2000000000000002,-1.0000000000000002,0.2970711297071129,0.7029288702928871,237,ETH
workday,off,8,-1.0,-0.8,0.4082397003745318,0.5917602996254682,265,ETH
workday,off,8,-0.8,-0.6000000000000001,0.3886925795053003,0.6113074204946998,281,ETH
workday,off,8,-0.6000000000000001,-0.4000000000000001,0.4387096774193548,0.5612903225806452,308,ETH
workday,off,8,-0.4,-0.2,0.4527220630372492,0.5472779369627507,347,ETH
workday,off,8,-0.2,0.0,0.5198170731707317,0.4801829268292683,326,ETH
workday,off,8,0.0,0.2,0.5231607629427792,0.4768392370572207,365,ETH
workday,off,8,0.2,0.4,0.5314371257485029,0.4685628742514971,332,ETH
workday,off,8,0.4,0.6000000000000001,0.5878378378378378,0.4121621621621621,368,ETH
workday,off,8,0.6000000000000001,0.8,0.5830508474576271,0.4169491525423728,293,ETH
workday,off,8,0.8,1.0,0.6123188405797102,0.3876811594202898,274,ETH
workday,off,8,1.0,1.2,0.6229508196721312,0.3770491803278688,242,ETH
workday,off,8,1.2000000000000002,1.4,0.6701570680628273,0.3298429319371727,189,ETH
workday,off,8,1.4,1.6,0.6712962962962963,0.3287037037037037,214,ETH
workday,off,8,1.6,1.8,0.6648351648351648,0.3351648351648352,180,ETH
workday,off,8,1.8,2.0,0.7358490566037735,0.2641509433962264,157,ETH
workday,off,8,2.0,2.2,0.7349397590361446,0.2650602409638554,164,ETH
workday,off,8,2.2,2.4000000000000004,0.7785714285714286,0.2214285714285714,138,ETH
workday,off,8,2.4000000000000004,2.6000000000000005,0.7712765957446809,0.2287234042553191,92,ETH
workday,off,8,2.6,2.8000000000000003,0.7142857142857143,0.2857142857142857,82,ETH
workday,off,8,2.8000000000000003,3.0000000000000004,0.7857142857142857,0.2142857142857143,82,ETH
workday,off,8,3.0,3.2,0.8604651162790697,0.1395348837209302,84,ETH
workday,off,8,3.2,3.4000000000000004,0.7910447761194029,0.208955223880597,65,ETH
workday,off,8,3.4000000000000004,3.6000000000000005,0.7692307692307693,0.2307692307692307,63,ETH
workday,off,8,3.6,3.8,0.74,0.26,48,ETH
workday,off,8,3.8,4.0,0.7777777777777778,0.2222222222222222,52,ETH
workday,off,8,4.0,4.2,0.8333333333333334,0.1666666666666666,52,ETH
workday,off,8,4.2,4.4,0.825,0.175,38,ETH
workday,off,8,4.4,4.6000000000000005,0.7,0.3,28,ETH
workday,off,8,4.6000000000000005,4.800000000000001,0.9714285714285714,0.0285714285714285,33,ETH
workday,off,8,4.800000000000001,5.000000000000001,0.7948717948717948,0.2051282051282051,37,ETH
workday,off,8,5.0,5.2,0.8333333333333334,0.1666666666666666,28,ETH
workday,off,8,5.2,5.4,0.875,0.125,22,ETH
workday,off,8,5.4,5.6000000000000005,0.7083333333333334,0.2916666666666666,22,ETH
workday,off,8,5.800000000000001,6.000000000000001,0.782608695652174,0.217391304347826,21,ETH
workday,off,8,6.2,6.4,0.782608695652174,0.217391304347826,21,ETH
workday,off,9,-6.4,-6.2,0.1851851851851851,0.8148148148148149,25,ETH
workday,off,9,-6.2,-6.0,0.1538461538461538,0.8461538461538461,24,ETH
workday,off,9,-6.0,-5.8,0.25,0.75,22,ETH
workday,off,9,-5.800000000000001,-5.6000000000000005,0.2222222222222222,0.7777777777777778,25,ETH
workday,off,9,-5.6000000000000005,-5.4,0.074074074074074,0.925925925925926,25,ETH
workday,off,9,-5.4,-5.2,0.074074074074074,0.925925925925926,25,ETH
workday,off,9,-5.2,-5.0,0.2068965517241379,0.7931034482758621,27,ETH
workday,off,9,-5.0,-4.8,0.131578947368421,0.868421052631579,36,ETH
workday,off,9,-4.800000000000001,-4.6000000000000005,0.1724137931034483,0.8275862068965517,27,ETH
workday,off,9,-4.6000000000000005,-4.4,0.25,0.75,38,ETH
workday,off,9,-4.4,-4.2,0.2162162162162162,0.7837837837837838,35,ETH
workday,off,9,-4.2,-4.0,0.1428571428571428,0.8571428571428572,47,ETH
workday,off,9,-4.0,-3.8,0.1041666666666666,0.8958333333333334,46,ETH
workday,off,9,-3.8,-3.6,0.2058823529411764,0.7941176470588236,49,ETH
workday,off,9,-3.6,-3.4,0.1688311688311688,0.8311688311688312,75,ETH
workday,off,9,-3.4000000000000004,-3.2,0.2432432432432432,0.7567567567567568,72,ETH
workday,off,9,-3.2,-3.0,0.2727272727272727,0.7272727272727273,86,ETH
workday,off,9,-3.0,-2.8,0.2755102040816326,0.7244897959183674,96,ETH
workday,off,9,-2.8000000000000003,-2.6,0.1727272727272727,0.8272727272727273,108,ETH
workday,off,9,-2.6,-2.4,0.2236842105263158,0.7763157894736842,112,ETH
