minute,inf_range,sup_range,prob_up,prob_down,count_of_klines_inside_range,ticker
8,240.0,250.0,0.918918918918919,0.081081081081081,35,BTC
8,250.0,260.0,0.8717948717948718,0.1282051282051282,37,BTC
8,260.0,270.0,0.9285714285714286,0.0714285714285714,26,BTC
8,270.0,280.0,0.896551724137931,0.1034482758620689,27,BTC
8,280.0,290.0,0.9310344827586208,0.0689655172413793,27,BTC
8,290.0,300.0,0.9666666666666668,0.0333333333333333,28,BTC
8,300.0,310.0,0.9583333333333334,0.0416666666666666,22,BTC
8,330.0,340.0,0.9166666666666666,0.0833333333333333,22,BTC
9,-360.0,-350.0,0.0416666666666666,0.9583333333333334,22,BTC
9,-330.0,-320.0,0.08,0.92,23,BTC
9,-320.0,-310.0,0.0689655172413793,0.9310344827586208,27,BTC
9,-310.0,-300.0,0.1,0.9,28,BTC
9,-300.0,-290.0,0.0454545454545454,0.9545454545454546,20,BTC
9,-290.0,-280.0,0.1481481481481481,0.8518518518518519,25,BTC
9,-280.0,-270.0,0.0625,0.9375,30,BTC
9,-270.0,-260.0,0.0285714285714285,0.9714285714285714,33,BTC
9,-260.0,-250.0,0.048780487804878,0.951219512195122,39,BTC
9,-250.0,-240.0,0.0571428571428571,0.9428571428571428,33,BTC
9,-240.0,-230.0,0.0465116279069767,0.9534883720930232,41,BTC
9,-230.0,-220.0,0.0465116279069767,0.9534883720930232,41,BTC
9,-220.0,-210.0,0.0566037735849056,0.9433962264150944,51,BTC
9,-210.0,-200.0,0.03125,0.96875,62,BTC
9,-200.0,-190.0,0.0714285714285714,0.9285714285714286,68,BTC
9,-190.0,-180.0,0.1176470588235294,0.8823529411764706,66,BTC
9,-180.0,-170.0,0.0684931506849315,0.9315068493150684,71,BTC
9,-170.0,-160.0,0.1304347826086956,0.8695652173913043,90,BTC
9,-160.0,-150.0,0.0631578947368421,0.936842105263158,93,BTC
9,-150.0,-140.0,0.1181818181818181,0.8818181818181818,108,BTC
9,-140.0,-130.0,0.1129032258064516,0.8870967741935484,122,BTC
9,-130.0,-120.0,0.1166666666666666,0.8833333333333333,118,BTC
9,-120.0,-110.0,0.1307692307692307,0.8692307692307693,128,BTC
9,-110.0,-100.0,0.1288343558282208,0.8711656441717791,161,BTC
9,-100.0,-90.0,0.1834319526627219,0.8165680473372781,167,BTC
9,-90.0,-80.0,0.1839080459770114,0.8160919540229885,172,BTC
9,-80.0,-70.0,0.1674641148325359,0.8325358851674641,207,BTC
9,-70.0,-60.0,0.2401960784313725,0.7598039215686274,202,BTC
9,-60.0,-50.0,0.2084805653710247,0.7915194346289752,281,BTC
9,-50.0,-40.0,0.2568093385214007,0.7431906614785992,255,BTC
9,-40.0,-30.0,0.2849650349650349,0.715034965034965,284,BTC
9,-30.0,-20.0,0.3354037267080745,0.6645962732919255,320,BTC
9,-20.0,-10.0,0.3900928792569659,0.609907120743034,321,BTC
9,-10.0,0.0,0.4210526315789473,0.5789473684210527,302,BTC
9,0.0,10.0,0.5111420612813371,0.4888579387186629,357,BTC
9,10.0,20.0,0.6118210862619808,0.3881789137380191,311,BTC
9,20.0,30.0,0.7341137123745819,0.2658862876254181,297,BTC
9,30.0,40.0,0.7290969899665551,0.2709030100334448,297,BTC
9,40.0,50.0,0.7100371747211895,0.2899628252788104,267,BTC
9,50.0,60.0,0.7782101167315175,0.2217898832684824,255,BTC
9,60.0,70.0,0.7857142857142857,0.2142857142857143,236,BTC
9,70.0,80.0,0.7711442786069652,0.2288557213930347,199,BTC
9,80.0,90.0,0.7821782178217822,0.2178217821782178,200,BTC
9,90.0,100.0,0.8142076502732241,0.1857923497267759,181,BTC
9,100.0,110.0,0.88125,0.11875,158,BTC
9,110.0,120.0,0.8529411764705882,0.1470588235294118,134,BTC
9,120.0,130.0,0.896,0.1039999999999999,123,BTC
9,130.0,140.0,0.8990825688073395,0.1009174311926605,107,BTC
9,140.0,150.0,0.90990990990991,0.09009009009009,109,BTC
9,150.0,160.0,0.923809523809524,0.0761904761904761,103,BTC
9,160.0,170.0,0.9615384615384616,0.0384615384615384,76,BTC
9,170.0,180.0,0.9166666666666666,0.0833333333333333,82,BTC
9,180.0,190.0,0.9508196721311476,0.0491803278688525,59,BTC
9,190.0,200.0,0.9393939393939394,0.0606060606060605,64,BTC
9,200.0,210.0,0.9245283018867924,0.0754716981132075,51,BTC
9,210.0,220.0,0.8269230769230769,0.1730769230769231,50,BTC
9,220.0,230.0,0.9615384615384616,0.0384615384615384,50,BTC
9,230.0,240.0,0.9444444444444444,0.0555555555555555,34,BTC
9,240.0,250.0,0.8484848484848485,0.1515151515151515,31,BTC
9,250.0,260.0,0.9387755102040816,0.0612244897959183,47,BTC
9,260.0,270.0,0.9210526315789472,0.0789473684210526,36,BTC
9,270.0,280.0,0.9743589743589745,0.0256410256410256,37,BTC
9,280.0,290.0,0.92,0.0799999999999999,23,BTC
9,290.0,300.0,0.8461538461538461,0.1538461538461538,24,BTC
9,300.0,310.0,0.9629629629629628,0.037037037037037,25,BTC
9,310.0,320.0,0.92,0.0799999999999999,23,BTC
9,330.0,340.0,0.92,0.0799999999999999,23,BTC
9,350.0,360.0,0.7272727272727273,0.2727272727272727,20,BTC
10,-350.0,-340.0,0.0869565217391304,0.9130434782608696,21,BTC
10,-340.0,-330.0,0.0666666666666666,0.9333333333333332,28,BTC
10,-320.0,-310.0,0.0434782608695652,0.9565217391304348,21,BTC
10,-310.0,-300.0,0.0588235294117647,0.9411764705882352,32,BTC
10,-300.0,-290.0,0.04,0.96,23,BTC
10,-290.0,-280.0,0.1333333333333333,0.8666666666666667,28,BTC
10,-280.0,-270.0,0.024390243902439,0.975609756097561,39,BTC
10,-270.0,-260.0,0.02,0.98,48,BTC
10,-260.0,-250.0,0.0277777777777777,0.9722222222222222,34,BTC
10,-250.0,-240.0,0.0576923076923076,0.9423076923076924,50,BTC
10,-240.0,-230.0,0.0465116279069767,0.9534883720930232,41,BTC
10,-230.0,-220.0,0.048780487804878,0.951219512195122,39,BTC
10,-220.0,-210.0,0.0555555555555555,0.9444444444444444,52,BTC
10,-210.0,-200.0,0.0735294117647058,0.9264705882352942,66,BTC
10,-200.0,-190.0,0.0476190476190476,0.9523809523809524,61,BTC
10,-190.0,-180.0,0.108433734939759,0.891566265060241,81,BTC
10,-180.0,-170.0,0.0857142857142857,0.9142857142857144,68,BTC
10,-170.0,-160.0,0.0641025641025641,0.935897435897436,76,BTC
10,-160.0,-150.0,0.108695652173913,0.8913043478260869,90,BTC
10,-150.0,-140.0,0.0606060606060606,0.9393939393939394,97,BTC
10,-140.0,-130.0,0.1015625,0.8984375,126,BTC
10,-130.0,-120.0,0.0814814814814814,0.9185185185185184,133,BTC
10,-120.0,-110.0,0.1076923076923077,0.8923076923076922,128,BTC
10,-110.0,-100.0,0.1517241379310344,0.8482758620689655,143,BTC
10,-100.0,-90.0,0.1212121212121212,0.8787878787878788,130,BTC
10,-90.0,-80.0,0.1111111111111111,0.8888888888888888,205,BTC
10,-80.0,-70.0,0.1777777777777777,0.8222222222222222,223,BTC
10,-70.0,-60.0,0.2016129032258064,0.7983870967741935,246,BTC
10,-60.0,-50.0,0.2155172413793103,0.7844827586206897,230,BTC
10,-50.0,-40.0,0.2079037800687285,0.7920962199312714,289,BTC
10,-40.0,-30.0,0.2464285714285714,0.7535714285714286,278,BTC
10,-30.0,-20.0,0.3157894736842105,0.6842105263157895,264,BTC
10,-20.0,-10.0,0.3624595469255663,0.6375404530744336,307,BTC
10,-10.0,0.0,0.4387096774193548,0.5612903225806452,308,BTC
10,0.0,10.0,0.5637254901960784,0.4362745098039216,304,BTC
10,10.0,20.0,0.621875,0.378125,318,BTC
10,20.0,30.0,0.7,0.3,298,BTC
10,30.0,40.0,0.7391304347826086,0.2608695652173913,251,BTC
10,40.0,50.0,0.7883211678832117,0.2116788321167882,272,BTC
10,50.0,60.0,0.7905138339920948,0.2094861660079051,251,BTC
10,60.0,70.0,0.7668161434977578,0.2331838565022421,221,BTC
10,70.0,80.0,0.8113207547169812,0.1886792452830188,210,BTC
10,80.0,90.0,0.8492462311557789,0.1507537688442211,197,BTC
10,90.0,100.0,0.8351063829787234,0.1648936170212765,186,BTC
10,100.0,110.0,0.8950617283950617,0.1049382716049383,160,BTC
10,110.0,120.0,0.84,0.16,148,BTC
10,120.0,130.0,0.865546218487395,0.134453781512605,117,BTC
10,130.0,140.0,0.9636363636363636,0.0363636363636363,108,BTC
10,140.0,150.0,0.92,0.0799999999999999,98,BTC
10,150.0,160.0,0.9239130434782608,0.0760869565217391,90,BTC
10,160.0,170.0,0.9010989010989012,0.0989010989010988,89,BTC
10,170.0,180.0,0.9054054054054054,0.0945945945945946,72,BTC
10,180.0,190.0,0.9759036144578314,0.0240963855421686,81,BTC
10,190.0,200.0,0.9411764705882352,0.0588235294117647,49,BTC
10,200.0,210.0,0.9714285714285714,0.0285714285714285,68,BTC
10,210.0,220.0,0.9230769230769232,0.0769230769230768,50,BTC
10,220.0,230.0,0.981132075471698,0.0188679245283018,51,BTC
10,230.0,240.0,0.9444444444444444,0.0555555555555555,52,BTC
10,240.0,250.0,0.98,0.02,48,BTC
10,250.0,260.0,0.9302325581395348,0.0697674418604651,41,BTC
10,260.0,270.0,0.96875,0.03125,30,BTC
10,270.0,280.0,0.9375,0.0625,30,BTC
10,280.0,290.0,0.9696969696969696,0.0303030303030302,31,BTC
10,290.0,300.0,0.9090909090909092,0.0909090909090909,20,BTC
10,300.0,310.0,0.967741935483871,0.032258064516129,29,BTC
10,310.0,320.0,0.9230769230769232,0.0769230769230768,24,BTC
10,330.0,340.0,0.9565217391304348,0.0434782608695651,21,BTC
10,340.0,350.0,0.92,0.0799999999999999,23,BTC
10,350.0,360.0,0.9130434782608696,0.0869565217391304,21,BTC
11,-370.0,-360.0,0.08,0.92,23,BTC
11,-360.0,-350.0,0.0454545454545454,0.9545454545454546,20,BTC
11,-350.0,-340.0,0.037037037037037,0.962962962962963,25,BTC
11,-340.0,-330.0,0.0769230769230769,0.9230769230769232,24,BTC
11,-330.0,-320.0,0.0357142857142857,0.9642857142857144,26,BTC
11,-320.0,-310.0,0.0606060606060606,0.9393939393939394,31,BTC
11,-310.0,-300.0,0.0454545454545454,0.9545454545454546,20,BTC
11,-300.0,-290.0,0.064516129032258,0.935483870967742,29,BTC
11,-290.0,-280.0,0.0571428571428571,0.9428571428571428,33,BTC
11,-280.0,-270.0,0.04,0.96,23,BTC
11,-270.0,-260.0,0.0588235294117647,0.9411764705882352,32,BTC
11,-260.0,-250.0,0.0425531914893617,0.9574468085106383,45,BTC
11,-250.0,-240.0,0.0851063829787234,0.9148936170212766,45,BTC
11,-240.0,-230.0,0.0217391304347826,0.9782608695652174,44,BTC
11,-230.0,-220.0,0.0188679245283018,0.981132075471698,51,BTC
11,-220.0,-210.0,0.0192307692307692,0.9807692307692308,50,BTC
11,-210.0,-200.0,0.0517241379310344,0.9482758620689656,56,BTC
11,-200.0,-190.0,0.0704225352112676,0.9295774647887324,69,BTC
11,-190.0,-180.0,0.0869565217391304,0.9130434782608696,67,BTC
11,-180.0,-170.0,0.0895522388059701,0.9104477611940298,65,BTC
11,-170.0,-160.0,0.0412371134020618,0.9587628865979382,95,BTC
11,-160.0,-150.0,0.0833333333333333,0.9166666666666666,94,BTC
11,-150.0,-140.0,0.058252427184466,0.941747572815534,101,BTC
11,-140.0,-130.0,0.0508474576271186,0.9491525423728814,116,BTC
11,-130.0,-120.0,0.0521739130434782,0.9478260869565216,113,BTC
11,-120.0,-110.0,0.0689655172413793,0.9310344827586208,143,BTC
11,-110.0,-100.0,0.0650887573964497,0.9349112426035504,167,BTC
11,-100.0,-90.0,0.1052631578947368,0.8947368421052632,169,BTC
11,-90.0,-80.0,0.1034482758620689,0.896551724137931,172,BTC
11,-80.0,-70.0,0.15,0.85,218,BTC
11,-70.0,-60.0,0.1635514018691588,0.8364485981308412,212,BTC
11,-60.0,-50.0,0.1825726141078838,0.8174273858921162,239,BTC
11,-50.0,-40.0,0.2106164383561644,0.7893835616438356,290,BTC
11,-40.0,-30.0,0.2388663967611336,0.7611336032388664,245,BTC
11,-30.0,-20.0,0.2872340425531915,0.7127659574468085,280,BTC
11,-20.0,-10.0,0.3356401384083045,0.6643598615916955,287,BTC
11,-10.0,0.0,0.4053156146179402,0.5946843853820598,299,BTC
11,0.0,10.0,0.5641447368421053,0.4358552631578947,302,BTC
11,10.0,20.0,0.6337448559670782,0.3662551440329218,241,BTC
11,20.0,30.0,0.7447447447447447,0.2552552552552553,331,BTC
11,30.0,40.0,0.7931034482758621,0.2068965517241379,288,BTC
11,40.0,50.0,0.7592592592592593,0.2407407407407407,268,BTC
11,50.0,60.0,0.8441558441558441,0.1558441558441559,229,BTC
11,60.0,70.0,0.7941176470588235,0.2058823529411765,202,BTC
11,70.0,80.0,0.8316831683168316,0.1683168316831683,200,BTC
11,80.0,90.0,0.8457142857142858,0.1542857142857142,173,BTC
11,90.0,100.0,0.8900523560209425,0.1099476439790575,189,BTC
11,100.0,110.0,0.8888888888888888,0.1111111111111111,178,BTC
11,110.0,120.0,0.9,0.0999999999999999,148,BTC
11,120.0,130.0,0.9130434782608696,0.0869565217391304,136,BTC
11,130.0,140.0,0.905982905982906,0.094017094017094,115,BTC
11,140.0,150.0,0.9393939393939394,0.0606060606060605,97,BTC
11,150.0,160.0,0.9642857142857144,0.0357142857142857,82,BTC
11,160.0,170.0,0.989247311827957,0.010752688172043,91,BTC
11,170.0,180.0,0.9651162790697676,0.0348837209302325,84,BTC
11,180.0,190.0,0.9583333333333334,0.0416666666666666,70,BTC
11,190.0,200.0,0.95,0.05,78,BTC
11,200.0,210.0,0.9433962264150944,0.0566037735849056,51,BTC
11,210.0,220.0,0.9444444444444444,0.0555555555555555,70,BTC
11,220.0,230.0,0.9705882352941176,0.0294117647058823,66,BTC
11,230.0,240.0,0.975609756097561,0.024390243902439,39,BTC
11,240.0,250.0,0.9272727272727272,0.0727272727272727,53,BTC
11,250.0,260.0,0.9534883720930232,0.0465116279069767,41,BTC
11,260.0,270.0,0.967741935483871,0.032258064516129,29,BTC
11,270.0,280.0,0.967741935483871,0.032258064516129,29,BTC
11,280.0,290.0,0.9655172413793104,0.0344827586206896,27,BTC
11,290.0,300.0,0.935483870967742,0.0645161290322581,29,BTC
11,300.0,310.0,0.967741935483871,0.032258064516129,29,BTC
11,310.0,320.0,0.925925925925926,0.074074074074074,25,BTC
11,320.0,330.0,0.96,0.04,23,BTC
11,330.0,340.0,0.8636363636363636,0.1363636363636363,20,BTC
11,340.0,350.0,0.9545454545454546,0.0454545454545454,20,BTC
12,-370.0,-360.0,0.032258064516129,0.967741935483871,29,BTC
12,-360.0,-350.0,0.0833333333333333,0.9166666666666666,22,BTC
12,-340.0,-330.0,0.0689655172413793,0.9310344827586208,27,BTC
12,-330.0,-320.0,0.0384615384615384,0.9615384615384616,24,BTC
12,-320.0,-310.0,0.0303030303030303,0.9696969696969696,31,BTC
12,-310.0,-300.0,0.0967741935483871,0.9032258064516128,29,BTC
12,-300.0,-290.0,0.0606060606060606,0.9393939393939394,31,BTC
12,-290.0,-280.0,0.0285714285714285,0.9714285714285714,33,BTC
12,-280.0,-270.0,0.0208333333333333,0.9791666666666666,46,BTC
12,-270.0,-260.0,0.0333333333333333,0.9666666666666668,28,BTC
12,-260.0,-250.0,0.05,0.95,38,BTC
12,-250.0,-240.0,0.0192307692307692,0.9807692307692308,50,BTC
12,-240.0,-230.0,0.0483870967741935,0.9516129032258064,60,BTC
12,-230.0,-220.0,0.0169491525423728,0.9830508474576272,57,BTC
12,-220.0,-210.0,0.0166666666666666,0.9833333333333332,58,BTC
12,-210.0,-200.0,0.0196078431372549,0.9803921568627452,49,BTC
12,-200.0,-190.0,0.0166666666666666,0.9833333333333332,58,BTC
12,-190.0,-180.0,0.04,0.96,73,BTC
12,-180.0,-170.0,0.0602409638554216,0.9397590361445785,81,BTC
12,-170.0,-160.0,0.0520833333333333,0.9479166666666666,94,BTC
12,-160.0,-150.0,0.0465116279069767,0.9534883720930232,84,BTC
12,-150.0,-140.0,0.0240963855421686,0.9759036144578314,81,BTC
12,-140.0,-130.0,0.054054054054054,0.945945945945946,109,BTC
12,-130.0,-120.0,0.0629921259842519,0.937007874015748,125,BTC
12,-120.0,-110.0,0.0687022900763358,0.931297709923664,129,BTC
12,-110.0,-100.0,0.0516129032258064,0.9483870967741936,153,BTC
12,-100.0,-90.0,0.0809248554913294,0.9190751445086706,171,BTC
12,-90.0,-80.0,0.0684931506849315,0.9315068493150684,144,BTC
12,-80.0,-70.0,0.1024390243902439,0.8975609756097561,203,BTC
12,-70.0,-60.0,0.1268292682926829,0.8731707317073171,203,BTC
12,-60.0,-50.0,0.1078838174273859,0.892116182572614,239,BTC
12,-50.0,-40.0,0.1684210526315789,0.8315789473684211,283,BTC
12,-40.0,-30.0,0.2232472324723247,0.7767527675276753,269,BTC
12,-30.0,-20.0,0.2393442622950819,0.760655737704918,303,BTC
12,-20.0,-10.0,0.3489208633093525,0.6510791366906474,276,BTC
12,-10.0,0.0,0.3931034482758621,0.6068965517241379,288,BTC
12,0.0,10.0,0.5803571428571429,0.4196428571428571,278,BTC
12,10.0,20.0,0.6117216117216118,0.3882783882783882,271,BTC
12,20.0,30.0,0.735611510791367,0.264388489208633,276,BTC
12,30.0,40.0,0.7759856630824373,0.2240143369175626,277,BTC
12,40.0,50.0,0.8271604938271605,0.1728395061728395,241,BTC
12,50.0,60.0,0.8531746031746031,0.1468253968253968,250,BTC
12,60.0,70.0,0.8541666666666666,0.1458333333333333,238,BTC
12,70.0,80.0,0.8781725888324873,0.1218274111675127,195,BTC
12,80.0,90.0,0.909952606635071,0.0900473933649289,209,BTC
12,90.0,100.0,0.94,0.06,148,BTC
12,100.0,110.0,0.946969696969697,0.0530303030303029,130,BTC
12,110.0,120.0,0.9294871794871796,0.0705128205128204,154,BTC
12,120.0,130.0,0.9655172413793104,0.0344827586206896,114,BTC
12,130.0,140.0,0.9827586206896552,0.0172413793103448,114,BTC
12,140.0,150.0,0.946153846153846,0.0538461538461538,128,BTC
12,150.0,160.0,0.970873786407767,0.0291262135922329,101,BTC
12,160.0,170.0,0.9117647058823528,0.088235294117647,100,BTC
12,170.0,180.0,0.9523809523809524,0.0476190476190476,82,BTC
12,180.0,190.0,0.9565217391304348,0.0434782608695651,67,BTC
12,190.0,200.0,0.9444444444444444,0.0555555555555555,70,BTC
12,200.0,210.0,0.9682539682539684,0.0317460317460317,61,BTC
12,210.0,220.0,0.984375,0.015625,62,BTC
12,220.0,230.0,0.94,0.06,48,BTC
12,230.0,240.0,0.9574468085106383,0.0425531914893616,45,BTC
12,240.0,250.0,0.9772727272727272,0.0227272727272727,42,BTC
12,250.0,260.0,0.9777777777777776,0.0222222222222222,43,BTC
12,260.0,270.0,0.9787234042553192,0.0212765957446808,45,BTC
12,270.0,280.0,0.975,0.025,38,BTC
12,280.0,290.0,0.9444444444444444,0.0555555555555555,34,BTC
12,290.0,300.0,0.9705882352941176,0.0294117647058823,32,BTC
12,300.0,310.0,0.96875,0.03125,30,BTC
12,310.0,320.0,0.9642857142857144,0.0357142857142857,26,BTC
12,330.0,340.0,0.9629629629629628,0.037037037037037,25,BTC
12,340.0,350.0,0.9642857142857144,0.0357142857142857,26,BTC
12,350.0,360.0,0.96,0.04,23,BTC
12,370.0,380.0,0.9545454545454546,0.0454545454545454,20,BTC
12,380.0,390.0,0.92,0.0799999999999999,23,BTC
13,-420.0,-410.0,0.0416666666666666,0.9583333333333334,22,BTC
13,-400.0,-390.0,0.0454545454545454,0.9545454545454546,20,BTC
13,-350.0,-340.0,0.0454545454545454,0.9545454545454546,20,BTC
13,-320.0,-310.0,0.0256410256410256,0.9743589743589745,37,BTC
13,-310.0,-300.0,0.0434782608695652,0.9565217391304348,21,BTC
13,-300.0,-290.0,0.032258064516129,0.967741935483871,29,BTC
13,-290.0,-280.0,0.0277777777777777,0.9722222222222222,34,BTC
13,-280.0,-270.0,0.0277777777777777,0.9722222222222222,34,BTC
13,-270.0,-260.0,0.05,0.95,38,BTC
13,-260.0,-250.0,0.0212765957446808,0.9787234042553192,45,BTC
13,-250.0,-240.0,0.02,0.98,48,BTC
13,-240.0,-230.0,0.0185185185185185,0.9814814814814816,52,BTC
13,-230.0,-220.0,0.0377358490566037,0.9622641509433962,51,BTC
13,-220.0,-210.0,0.015625,0.984375,62,BTC
13,-210.0,-200.0,0.0172413793103448,0.9827586206896552,56,BTC
13,-200.0,-190.0,0.064516129032258,0.935483870967742,60,BTC
13,-190.0,-180.0,0.0277777777777777,0.9722222222222222,70,BTC
13,-180.0,-170.0,0.0337078651685393,0.9662921348314608,87,BTC
13,-170.0,-160.0,0.032258064516129,0.967741935483871,91,BTC
13,-160.0,-150.0,0.0123456790123456,0.9876543209876544,79,BTC
13,-150.0,-140.0,0.0175438596491228,0.9824561403508772,112,BTC
13,-140.0,-130.0,0.0198019801980198,0.9801980198019802,99,BTC
13,-130.0,-120.0,0.0413223140495867,0.9586776859504132,119,BTC
13,-120.0,-110.0,0.0296296296296296,0.9703703703703704,133,BTC
13,-110.0,-100.0,0.0283687943262411,0.9716312056737588,139,BTC
13,-100.0,-90.0,0.0510948905109489,0.948905109489051,135,BTC
13,-90.0,-80.0,0.0668449197860962,0.9331550802139036,185,BTC
13,-80.0,-70.0,0.0676328502415458,0.932367149758454,205,BTC
13,-70.0,-60.0,0.0947867298578199,0.90521327014218,209,BTC
13,-60.0,-50.0,0.1031746031746031,0.8968253968253969,250,BTC
13,-50.0,-40.0,0.1254612546125461,0.8745387453874539,269,BTC
13,-40.0,-30.0,0.2170542635658914,0.7829457364341086,256,BTC
13,-30.0,-20.0,0.2177121771217712,0.7822878228782288,269,BTC
13,-20.0,-10.0,0.241635687732342,0.758364312267658,267,BTC
13,-10.0,0.0,0.3441780821917808,0.6558219178082192,290,BTC
13,0.0,10.0,0.5799319727891157,0.4200680272108843,292,BTC
13,10.0,20.0,0.6948529411764706,0.3051470588235294,270,BTC
13,20.0,30.0,0.7613168724279835,0.2386831275720164,241,BTC
13,30.0,40.0,0.8498168498168498,0.1501831501831502,271,BTC
13,40.0,50.0,0.850597609561753,0.149402390438247,249,BTC
13,50.0,60.0,0.8773234200743495,0.1226765799256505,267,BTC
13,60.0,70.0,0.9136363636363636,0.0863636363636363,218,BTC
13,70.0,80.0,0.9402985074626866,0.0597014925373133,199,BTC
13,80.0,90.0,0.8947368421052632,0.1052631578947368,188,BTC
13,90.0,100.0,0.953020134228188,0.0469798657718121,147,BTC
13,100.0,110.0,0.9681528662420382,0.0318471337579617,155,BTC
13,110.0,120.0,0.9699248120300752,0.0300751879699248,131,BTC
13,120.0,130.0,0.9241379310344828,0.0758620689655172,143,BTC
13,130.0,140.0,0.9545454545454546,0.0454545454545454,130,BTC
13,140.0,150.0,0.9705882352941176,0.0294117647058823,100,BTC
13,150.0,160.0,0.9423076923076924,0.0576923076923077,102,BTC
13,160.0,170.0,0.967032967032967,0.0329670329670329,89,BTC
13,170.0,180.0,0.9879518072289156,0.0120481927710843,81,BTC
13,180.0,190.0,0.9875,0.0124999999999999,78,BTC
13,190.0,200.0,0.9833333333333332,0.0166666666666667,58,BTC
13,200.0,210.0,0.9833333333333332,0.0166666666666667,58,BTC
13,210.0,220.0,0.9701492537313432,0.0298507462686566,65,BTC
13,220.0,230.0,0.9866666666666668,0.0133333333333333,73,BTC
13,230.0,240.0,0.9791666666666666,0.0208333333333333,46,BTC
13,240.0,250.0,0.9555555555555556,0.0444444444444444,43,BTC
13,250.0,260.0,0.9230769230769232,0.0769230769230768,37,BTC
13,260.0,270.0,0.95,0.05,38,BTC
13,270.0,280.0,0.9743589743589745,0.0256410256410256,37,BTC
13,280.0,290.0,0.9714285714285714,0.0285714285714285,33,BTC
13,290.0,300.0,0.9736842105263158,0.0263157894736841,36,BTC
13,300.0,310.0,0.9777777777777776,0.0222222222222222,43,BTC
13,310.0,320.0,0.967741935483871,0.032258064516129,29,BTC
13,330.0,340.0,0.96,0.04,23,BTC
13,370.0,380.0,0.9565217391304348,0.0434782608695651,21,BTC
13,400.0,410.0,0.96,0.04,23,BTC
14,-430.0,-420.0,0.0454545454545454,0.9545454545454546,20,BTC
14,-390.0,-380.0,0.0454545454545454,0.9545454545454546,20,BTC
14,-380.0,-370.0,0.04,0.96,23,BTC
14,-370.0,-360.0,0.04,0.96,23,BTC
14,-360.0,-350.0,0.0357142857142857,0.9642857142857144,26,BTC
14,-350.0,-340.0,0.0384615384615384,0.9615384615384616,24,BTC
14,-340.0,-330.0,0.037037037037037,0.962962962962963,25,BTC
14,-320.0,-310.0,0.0303030303030303,0.9696969696969696,31,BTC
14,-310.0,-300.0,0.0344827586206896,0.9655172413793104,27,BTC
14,-300.0,-290.0,0.037037037037037,0.962962962962963,25,BTC
14,-290.0,-280.0,0.037037037037037,0.962962962962963,25,BTC
14,-280.0,-270.0,0.0238095238095238,0.9761904761904762,40,BTC
14,-270.0,-260.0,0.024390243902439,0.975609756097561,39,BTC
14,-260.0,-250.0,0.0222222222222222,0.9777777777777776,43,BTC
14,-250.0,-240.0,0.0227272727272727,0.9772727272727272,42,BTC
14,-240.0,-230.0,0.0175438596491228,0.9824561403508772,55,BTC
14,-230.0,-220.0,0.0175438596491228,0.9824561403508772,55,BTC
14,-220.0,-210.0,0.0188679245283018,0.981132075471698,51,BTC
14,-210.0,-200.0,0.0144927536231884,0.9855072463768116,67,BTC
14,-200.0,-190.0,0.0121951219512195,0.9878048780487804,80,BTC
14,-190.0,-180.0,0.0151515151515151,0.9848484848484848,64,BTC
14,-180.0,-170.0,0.0344827586206896,0.9655172413793104,85,BTC
14,-170.0,-160.0,0.0108695652173913,0.9891304347826086,90,BTC
14,-160.0,-150.0,0.0392156862745098,0.9607843137254902,100,BTC
14,-150.0,-140.0,0.009009009009009,0.990990990990991,109,BTC
14,-140.0,-130.0,0.0176991150442477,0.9823008849557522,111,BTC
14,-130.0,-120.0,0.0151515151515151,0.9848484848484848,130,BTC
14,-120.0,-110.0,0.0074074074074074,0.9925925925925926,133,BTC
14,-110.0,-100.0,0.0314465408805031,0.9685534591194968,157,BTC
14,-100.0,-90.0,0.05,0.95,158,BTC
14,-90.0,-80.0,0.0333333333333333,0.9666666666666668,178,BTC
14,-80.0,-70.0,0.0331491712707182,0.9668508287292816,179,BTC
14,-70.0,-60.0,0.0774647887323943,0.9225352112676056,211,BTC
14,-60.0,-50.0,0.0588235294117647,0.9411764705882352,236,BTC
14,-50.0,-40.0,0.0975609756097561,0.902439024390244,244,BTC
14,-40.0,-30.0,0.1025641025641025,0.8974358974358975,271,BTC
14,-30.0,-20.0,0.1604938271604938,0.8395061728395061,241,BTC
14,-20.0,-10.0,0.2152777777777778,0.7847222222222222,286,BTC
14,-10.0,0.0,0.3193916349809886,0.6806083650190113,261,BTC
14,0.0,10.0,0.6420664206642066,0.3579335793357934,269,BTC
14,10.0,20.0,0.7658730158730159,0.234126984126984,250,BTC
14,20.0,30.0,0.7944915254237288,0.2055084745762712,234,BTC
14,30.0,40.0,0.8768115942028986,0.1231884057971014,274,BTC
14,40.0,50.0,0.9166666666666666,0.0833333333333333,238,BTC
14,50.0,60.0,0.9451476793248944,0.0548523206751054,235,BTC
14,60.0,70.0,0.9523809523809524,0.0476190476190476,229,BTC
14,70.0,80.0,0.9487179487179488,0.0512820512820513,193,BTC
14,80.0,90.0,0.963157894736842,0.0368421052631579,188,BTC
14,90.0,100.0,0.9797297297297296,0.0202702702702702,146,BTC
14,100.0,110.0,0.9693251533742332,0.0306748466257669,161,BTC
14,110.0,120.0,0.9793103448275862,0.0206896551724138,143,BTC
14,120.0,130.0,0.984126984126984,0.0158730158730159,124,BTC
